,gid,geometry,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원
1703,라사18a85b,"POLYGON ((1018000 1985500, 1018000 1986000, 1018500 1986000, 1018500 1985500, 1018000 1985500))",1.757,0.704,2.316,1.29,3.477,1.293
1704,라사18a86a,"POLYGON ((1018000 1986000, 1018000 1986500, 1018500 1986500, 1018500 1986000, 1018000 1986000))",2.173,1.12,2.732,1.706,3.894,1.681
1705,라사18a86b,"POLYGON ((1018000 1986500, 1018000 1987000, 1018500 1987000, 1018500 1986500, 1018000 1986500))",1.715,1.086,2.243,1.762,3.944,1.751
1706,라사18a87a,"POLYGON ((1018000 1987000, 1018000 1987500, 1018500 1987500, 1018500 1987000, 1018000 1987000))",2.398,2.456,2.135,2.85,3.642,2.736
1707,라사18a87b,"POLYGON ((1018000 1987500, 1018000 1988000, 1018500 1988000, 1018500 1987500, 1018000 1987500))",2.181,2.24,1.919,2.633,3.425,2.384
1708,라사18a88a,"POLYGON ((1018000 1988000, 1018000 1988500, 1018500 1988500, 1018500 1988000, 1018000 1988000))",3.658,3.717,3.396,4.11,4.902,3.862
1709,라사18a88b,"POLYGON ((1018000 1988500, 1018000 1989000, 1018500 1989000, 1018500 1988500, 1018000 1988500))",4.026,4.084,3.763,4.478,5.27,4.229
1710,라사18a89a,"POLYGON ((1018000 1989000, 1018000 1989500, 1018500 1989500, 1018500 1989000, 1018000 1989000))",7.932,3.996,7.185,1.94,10.785,6.979
1711,라사18a89b,"POLYGON ((1018000 1989500, 1018000 1990000, 1018500 1990000, 1018500 1989500, 1018000 1989500))",6.516,2.579,5.768,4.608,9.368,5.563
1712,라사18a90a,"POLYGON ((1018000 1990000, 1018000 1990500, 1018500 1990500, 1018500 1990000, 1018000 1990000))",5.438,1.502,4.69,3.042,8.291,4.484
1713,라사18a90b,"POLYGON ((1018000 1990500, 1018000 1991000, 1018500 1991000, 1018500 1990500, 1018000 1990500))",4.907,0.971,4.159,2.648,7.76,3.953
1714,라사18a91a,"POLYGON ((1018000 1991000, 1018000 1991500, 1018500 1991500, 1018500 1991000, 1018000 1991000))",4.813,0.877,4.065,2.905,7.666,3.859
1715,라사18a91b,"POLYGON ((1018000 1991500, 1018000 1992000, 1018500 1992000, 1018500 1991500, 1018000 1991500))",4.6,0.448,3.852,0.673,7.453,3.646
1716,라사18a92a,"POLYGON ((1018000 1992000, 1018000 1992500, 1018500 1992500, 1018500 1992000, 1018000 1992000))",5.119,0.967,4.371,0.147,7.971,4.165
1717,라사18a92b,"POLYGON ((1018000 1992500, 1018000 1993000, 1018500 1993000, 1018500 1992500, 1018000 1992500))",5.926,1.774,5.179,0.512,8.779,4.973
1718,라사18a93a,"POLYGON ((1018000 1993000, 1018000 1993500, 1018500 1993500, 1018500 1993000, 1018000 1993000))",8.091,4.155,7.343,2.844,10.944,7.137
1719,라사18a93b,"POLYGON ((1018000 1993500, 1018000 1994000, 1018500 1994000, 1018500 1993500, 1018000 1993500))",5.715,4.136,3.345,3.629,9.103,5.296
1720,라사18a94a,"POLYGON ((1018000 1994000, 1018000 1994500, 1018500 1994500, 1018500 1994000, 1018000 1994000))",5.784,4.436,3.414,3.252,9.403,5.597
1721,라사18a94b,"POLYGON ((1018000 1994500, 1018000 1995000, 1018500 1995000, 1018500 1994500, 1018000 1994500))",7.117,5.029,4.746,3.826,9.996,6.189
1722,라사18a95a,"POLYGON ((1018000 1995000, 1018000 1995500, 1018500 1995500, 1018500 1995000, 1018000 1995000))",7.677,5.589,5.306,4.386,10.556,6.749
1723,라사18a95b,"POLYGON ((1018000 1995500, 1018000 1996000, 1018500 1996000, 1018500 1995500, 1018000 1995500))",7.217,7.223,4.848,2.271,12.19,5.336
1724,라사18a96a,"POLYGON ((1018000 1996000, 1018000 1996500, 1018500 1996500, 1018500 1996000, 1018000 1996000))",8.006,8.012,5.636,3.06,12.978,6.124
1725,라사18a96b,"POLYGON ((1018000 1996500, 1018000 1997000, 1018500 1997000, 1018500 1996500, 1018000 1996500))",7.781,7.787,5.411,2.835,12.754,5.899
1726,라사18a97a,"POLYGON ((1018000 1997000, 1018000 1997500, 1018500 1997500, 1018500 1997000, 1018000 1997000))",8.014,8.02,5.644,3.068,12.987,6.132
1727,라사18a97b,"POLYGON ((1018000 1997500, 1018000 1998000, 1018500 1998000, 1018500 1997500, 1018000 1997500))",14.432,13.576,12.062,1.704,18.129,12.55
1728,라사18a98a,"POLYGON ((1018000 1998000, 1018000 1998500, 1018500 1998500, 1018500 1998000, 1018000 1998000))",13.358,13.437,10.988,0.653,18.288,11.476
1729,라사18a98b,"POLYGON ((1018000 1998500, 1018000 1999000, 1018500 1999000, 1018500 1998500, 1018000 1998500))",12.752,12.945,10.382,0.156,17.682,10.87
1730,라사18a99a,"POLYGON ((1018000 1999000, 1018000 1999500, 1018500 1999500, 1018500 1999000, 1018000 1999000))",12.937,13.131,10.567,1.431,17.867,11.055
1731,라사18a99b,"POLYGON ((1018000 1999500, 1018000 2000000, 1018500 2000000, 1018500 1999500, 1018000 1999500))",13.396,13.402,11.026,1.888,18.327,11.514
1732,라사18b70a,"POLYGON ((1018500 1970000, 1018500 1970500, 1019000 1970500, 1019000 1970000, 1018500 1970000))",8.64,8.293,20.779,1.042,19.743,13.771
1733,라사18b70b,"POLYGON ((1018500 1970500, 1018500 1971000, 1019000 1971000, 1019000 1970500, 1018500 1970500))",8.75,8.403,20.889,1.152,19.853,13.881
1734,라사18b71a,"POLYGON ((1018500 1971000, 1018500 1971500, 1019000 1971500, 1019000 1971000, 1018500 1971000))",9.218,8.87,19.362,1.319,18.327,12.355
1735,라사18b71b,"POLYGON ((1018500 1971500, 1018500 1972000, 1019000 1972000, 1019000 1971500, 1018500 1971500))",9.582,9.235,19.028,1.684,17.993,12.022
1736,라사18b72a,"POLYGON ((1018500 1972000, 1018500 1972500, 1019000 1972500, 1019000 1972000, 1018500 1972000))",12.609,12.262,22.218,4.711,21.182,15.21
1737,라사18b72b,"POLYGON ((1018500 1972500, 1018500 1973000, 1019000 1973000, 1019000 1972500, 1018500 1972500))",10.702,10.355,18.068,2.804,17.033,11.061
1738,라사18b73a,"POLYGON ((1018500 1973000, 1018500 1973500, 1019000 1973500, 1019000 1973000, 1018500 1973000))",11.295,10.948,20.207,3.397,19.171,13.2
1739,라사18b73b,"POLYGON ((1018500 1973500, 1018500 1974000, 1019000 1974000, 1019000 1973500, 1018500 1973500))",9.649,13.669,16.642,7.684,15.607,9.635
1740,라사18b74a,"POLYGON ((1018500 1974000, 1018500 1974500, 1019000 1974500, 1019000 1974000, 1018500 1974000))",12.007,11.66,20.919,4.109,19.883,13.912
1741,라사18b74b,"POLYGON ((1018500 1974500, 1018500 1975000, 1019000 1975000, 1019000 1974500, 1018500 1974500))",8.614,12.223,15.681,4.673,14.645,8.674
1742,라사18b75a,"POLYGON ((1018500 1975000, 1018500 1975500, 1019000 1975500, 1019000 1975000, 1018500 1975000))",13.058,12.457,15.431,5.16,14.395,8.424
1743,라사18b75b,"POLYGON ((1018500 1975500, 1018500 1976000, 1019000 1976000, 1019000 1975500, 1018500 1975500))",12.563,11.844,14.817,5.859,13.782,7.81
1744,라사18b76a,"POLYGON ((1018500 1976000, 1018500 1976500, 1019000 1976500, 1019000 1976000, 1018500 1976000))",11.92,11.201,14.174,5.216,13.138,7.167
1745,라사18b76b,"POLYGON ((1018500 1976500, 1018500 1977000, 1019000 1977000, 1019000 1976500, 1018500 1976500))",11.449,10.73,13.703,4.745,12.667,6.696
1746,라사18b77a,"POLYGON ((1018500 1977000, 1018500 1977500, 1019000 1977500, 1019000 1977000, 1018500 1977000))",10.711,9.993,12.965,4.008,11.93,5.959
1747,라사18b77b,"POLYGON ((1018500 1977500, 1018500 1978000, 1019000 1978000, 1019000 1977500, 1018500 1977500))",11.084,10.365,13.338,4.38,12.302,6.331
1748,라사18b78a,"POLYGON ((1018500 1978000, 1018500 1978500, 1019000 1978500, 1019000 1978000, 1018500 1978000))",9.331,8.596,11.568,2.611,10.532,5.483
1749,라사18b78b,"POLYGON ((1018500 1978500, 1018500 1979000, 1019000 1979000, 1019000 1978500, 1018500 1978500))",9.163,8.427,11.4,2.442,10.364,5.314
1750,라사18b79a,"POLYGON ((1018500 1979000, 1018500 1979500, 1019000 1979500, 1019000 1979000, 1018500 1979000))",8.061,7.326,10.298,1.341,9.262,4.59
1751,라사18b79b,"POLYGON ((1018500 1979500, 1018500 1980000, 1019000 1980000, 1019000 1979500, 1018500 1979500))",8.107,7.371,10.344,1.386,9.308,4.548
1752,라사18b80a,"POLYGON ((1018500 1980000, 1018500 1980500, 1019000 1980500, 1019000 1980000, 1018500 1980000))",6.681,6.36,9.332,1.443,8.297,3.012
1753,라사18b80b,"POLYGON ((1018500 1980500, 1018500 1981000, 1019000 1981000, 1019000 1980500, 1018500 1980500))",5.771,5.428,7.09,1.482,7.8,2.188
1754,라사18b81a,"POLYGON ((1018500 1981000, 1018500 1981500, 1019000 1981500, 1019000 1981000, 1018500 1981000))",5.101,4.758,6.42,3.397,7.13,1.519
1755,라사18b81b,"POLYGON ((1018500 1981500, 1018500 1982000, 1019000 1982000, 1019000 1981500, 1018500 1981500))",4.496,4.153,5.814,3.689,6.525,0.913
1756,라사18b82a,"POLYGON ((1018500 1982000, 1018500 1982500, 1019000 1982500, 1019000 1982000, 1018500 1982000))",4.068,3.726,5.387,4.418,6.097,0.514
1757,라사18b82b,"POLYGON ((1018500 1982500, 1018500 1983000, 1019000 1983000, 1019000 1982500, 1018500 1982500))",3.543,3.201,4.862,3.901,5.572,0.407
1758,라사18b83a,"POLYGON ((1018500 1983000, 1018500 1983500, 1019000 1983500, 1019000 1983000, 1018500 1983000))",3.286,2.943,4.605,3.644,5.315,0.943
1759,라사18b83b,"POLYGON ((1018500 1983500, 1018500 1984000, 1019000 1984000, 1019000 1983500, 1018500 1983500))",2.503,2.161,3.822,2.861,4.532,1.233
1760,라사18b84a,"POLYGON ((1018500 1984000, 1018500 1984500, 1019000 1984500, 1019000 1984000, 1018500 1984000))",2.208,1.866,3.527,2.566,4.237,0.939
1761,라사18b84b,"POLYGON ((1018500 1984500, 1018500 1985000, 1019000 1985000, 1019000 1984500, 1018500 1984500))",1.79,1.448,3.109,2.263,3.819,0.71
1762,라사18b85a,"POLYGON ((1018500 1985000, 1018500 1985500, 1019000 1985500, 1019000 1985000, 1018500 1985000))",1.892,1.168,2.834,1.728,3.921,0.461
1763,라사18b85b,"POLYGON ((1018500 1985500, 1018500 1986000, 1019000 1986000, 1019000 1985500, 1018500 1985500))",1.904,1.126,2.791,1.685,3.9,0.347
1764,라사18b86a,"POLYGON ((1018500 1986000, 1018500 1986500, 1019000 1986500, 1019000 1986000, 1018500 1986000))",1.162,0.353,1.633,0.808,2.989,0.796
1765,라사18b86b,"POLYGON ((1018500 1986500, 1018500 1987000, 1019000 1987000, 1019000 1986500, 1018500 1986500))",1.417,0.799,1.945,1.437,3.619,1.426
1766,라사18b87a,"POLYGON ((1018500 1987000, 1018500 1987500, 1019000 1987500, 1019000 1987000, 1018500 1987000))",2.528,2.025,3.18,2.548,4.262,2.537
1767,라사18b87b,"POLYGON ((1018500 1987500, 1018500 1988000, 1019000 1988000, 1019000 1987500, 1018500 1987500))",1.939,1.997,1.676,2.391,3.183,1.848
1768,라사18b88a,"POLYGON ((1018500 1988000, 1018500 1988500, 1019000 1988500, 1019000 1988000, 1018500 1988000))",4.424,4.483,4.162,4.876,5.668,4.627
1769,라사18b88b,"POLYGON ((1018500 1988500, 1018500 1989000, 1019000 1989000, 1019000 1988500, 1018500 1988500))",4.33,4.389,4.068,4.783,5.574,4.534
1770,라사18b89a,"POLYGON ((1018500 1989000, 1018500 1989500, 1019000 1989500, 1019000 1989000, 1018500 1989000))",4.814,4.873,4.552,5.267,6.058,7.277
1771,라사18b89b,"POLYGON ((1018500 1989500, 1018500 1990000, 1019000 1990000, 1019000 1989500, 1018500 1989500))",5.176,5.234,4.913,5.628,6.419,7.043
1772,라사18b90a,"POLYGON ((1018500 1990000, 1018500 1990500, 1019000 1990500, 1019000 1990000, 1018500 1990000))",5.435,1.499,4.687,2.979,8.288,4.482
1773,라사18b90b,"POLYGON ((1018500 1990500, 1018500 1991000, 1019000 1991000, 1019000 1990500, 1018500 1990500))",4.738,0.801,3.989,2.281,7.59,3.784
1774,라사18b91a,"POLYGON ((1018500 1991000, 1018500 1991500, 1019000 1991500, 1019000 1991000, 1018500 1991000))",5.185,0.876,4.437,1.808,8.037,4.231
1775,라사18b91b,"POLYGON ((1018500 1991500, 1018500 1992000, 1019000 1992000, 1019000 1991500, 1018500 1991500))",4.765,0.614,4.018,1.38,7.618,3.812
1776,라사18b92a,"POLYGON ((1018500 1992000, 1018500 1992500, 1019000 1992500, 1019000 1992000, 1018500 1992000))",5.269,1.117,4.522,0.981,8.122,4.316
1777,라사18b92b,"POLYGON ((1018500 1992500, 1018500 1993000, 1019000 1993000, 1019000 1992500, 1018500 1992500))",5.871,1.72,5.124,0.912,8.724,4.917
1778,라사18b93a,"POLYGON ((1018500 1993000, 1018500 1993500, 1019000 1993500, 1019000 1993000, 1018500 1993000))",4.906,3.327,2.536,3.793,8.293,4.487
1779,라사18b93b,"POLYGON ((1018500 1993500, 1018500 1994000, 1019000 1994000, 1019000 1993500, 1018500 1993500))",5.63,4.051,3.26,4.107,9.017,5.211
1780,라사18b94a,"POLYGON ((1018500 1994000, 1018500 1994500, 1019000 1994500, 1019000 1994000, 1018500 1994000))",5.667,4.768,3.295,3.889,9.734,5.927
1781,라사18b94b,"POLYGON ((1018500 1994500, 1018500 1995000, 1019000 1995000, 1019000 1994500, 1018500 1994500))",6.565,5.217,4.426,4.414,10.183,6.377
1782,라사18b95a,"POLYGON ((1018500 1995000, 1018500 1995500, 1019000 1995500, 1019000 1995000, 1018500 1995000))",6.678,5.779,4.308,1.921,10.745,4.986
1783,라사18b95b,"POLYGON ((1018500 1995500, 1018500 1996000, 1019000 1996000, 1019000 1995500, 1018500 1995500))",6.741,6.746,4.371,1.794,11.713,4.859
1784,라사18b96a,"POLYGON ((1018500 1996000, 1018500 1996500, 1019000 1996500, 1019000 1996000, 1018500 1996000))",6.963,6.969,4.593,2.017,11.935,5.081
1785,라사18b96b,"POLYGON ((1018500 1996500, 1018500 1997000, 1019000 1997000, 1019000 1996500, 1018500 1996500))",7.264,7.27,4.894,2.318,12.236,5.382
1786,라사18b97a,"POLYGON ((1018500 1997000, 1018500 1997500, 1019000 1997500, 1019000 1997000, 1018500 1997000))",7.758,7.765,5.388,2.812,12.731,5.877
1787,라사18b97b,"POLYGON ((1018500 1997500, 1018500 1998000, 1019000 1998000, 1019000 1997500, 1018500 1997500))",11.153,11.159,8.782,5.939,16.125,9.271
1788,라사18b98a,"POLYGON ((1018500 1998000, 1018500 1998500, 1019000 1998500, 1019000 1998000, 1018500 1998000))",12.757,12.763,10.387,1.365,17.688,10.875
1789,라사18b98b,"POLYGON ((1018500 1998500, 1018500 1999000, 1019000 1999000, 1019000 1998500, 1018500 1998500))",12.136,12.142,9.765,0.743,17.066,10.254
1790,라사18b99a,"POLYGON ((1018500 1999000, 1018500 1999500, 1019000 1999500, 1019000 1999000, 1018500 1999000))",12.66,12.666,10.29,1.152,17.59,10.778
1791,라사18b99b,"POLYGON ((1018500 1999500, 1018500 2000000, 1019000 2000000, 1019000 1999500, 1018500 1999500))",13.295,13.301,10.924,1.787,18.226,11.413
1792,라사19a70a,"POLYGON ((1019000 1970000, 1019000 1970500, 1019500 1970500, 1019500 1970000, 1019000 1970000))",9.066,8.718,21.204,1.468,20.169,14.197
1793,라사19a70b,"POLYGON ((1019000 1970500, 1019000 1971000, 1019500 1971000, 1019500 1970500, 1019000 1970500))",9.127,8.78,21.266,1.529,20.23,14.258
1794,라사19a71a,"POLYGON ((1019000 1971000, 1019000 1971500, 1019500 1971500, 1019500 1971000, 1019000 1971000))",11.676,11.329,21.285,3.778,20.249,14.278
1795,라사19a71b,"POLYGON ((1019000 1971500, 1019000 1972000, 1019500 1972000, 1019500 1971500, 1019000 1971500))",11.207,10.86,20.816,3.309,19.78,13.809
1796,라사19a72a,"POLYGON ((1019000 1972000, 1019000 1972500, 1019500 1972500, 1019500 1972000, 1019000 1972000))",10.536,10.189,19.982,2.638,18.947,12.976
1797,라사19a72b,"POLYGON ((1019000 1972500, 1019000 1973000, 1019500 1973000, 1019500 1972500, 1019000 1972500))",11.035,10.689,20.481,3.138,19.446,13.476
1798,라사19a73a,"POLYGON ((1019000 1973000, 1019000 1973500, 1019500 1973500, 1019500 1973000, 1019000 1973000))",11.581,11.234,21.19,3.684,20.154,14.183
1799,라사19a73b,"POLYGON ((1019000 1973500, 1019000 1974000, 1019500 1974000, 1019500 1973500, 1019000 1973500))",13.819,13.472,16.893,5.922,15.857,9.886
1800,라사19a74a,"POLYGON ((1019000 1974000, 1019000 1974500, 1019500 1974500, 1019500 1974000, 1019000 1974000))",9.507,13.06,16.481,5.509,15.445,9.474
1801,라사19a74b,"POLYGON ((1019000 1974500, 1019000 1975000, 1019500 1975000, 1019500 1974500, 1019000 1974500))",9.801,13.354,16.775,5.803,15.739,9.767
1802,라사19a75a,"POLYGON ((1019000 1975000, 1019000 1975500, 1019500 1975500, 1019500 1975000, 1019000 1975000))",13.167,12.447,15.421,5.496,14.385,8.414
1803,라사19a75b,"POLYGON ((1019000 1975500, 1019000 1976000, 1019500 1976000, 1019500 1975500, 1019000 1975500))",12.438,11.719,14.692,5.734,13.656,7.685
1804,라사19a76a,"POLYGON ((1019000 1976000, 1019000 1976500, 1019500 1976500, 1019500 1976000, 1019000 1976000))",12.259,11.54,14.513,5.555,13.477,7.506
1805,라사19a76b,"POLYGON ((1019000 1976500, 1019000 1977000, 1019500 1977000, 1019500 1976500, 1019000 1976500))",11.562,10.843,13.816,4.858,12.78,6.809
1806,라사19a77a,"POLYGON ((1019000 1977000, 1019000 1977500, 1019500 1977500, 1019500 1977000, 1019000 1977000))",11.436,10.717,13.691,4.733,12.654,6.683
1807,라사19a77b,"POLYGON ((1019000 1977500, 1019000 1978000, 1019500 1978000, 1019500 1977500, 1019000 1977500))",11.391,10.673,13.645,4.688,12.61,6.639
1808,라사19a78a,"POLYGON ((1019000 1978000, 1019000 1978500, 1019500 1978500, 1019500 1978000, 1019000 1978000))",11.918,11.2,14.173,5.216,13.136,7.166
1809,라사19a78b,"POLYGON ((1019000 1978500, 1019000 1979000, 1019500 1979000, 1019500 1978500, 1019000 1978500))",7.725,7.381,10.354,1.287,9.319,5.621
1810,라사19a79a,"POLYGON ((1019000 1979000, 1019000 1979500, 1019500 1979500, 1019500 1979000, 1019000 1979000))",7.271,6.927,9.9,0.832,8.864,5.166
1811,라사19a79b,"POLYGON ((1019000 1979500, 1019000 1980000, 1019500 1980000, 1019500 1979500, 1019000 1979500))",6.397,6.368,9.34,0.541,8.304,4.607
1812,라사19a80a,"POLYGON ((1019000 1980000, 1019000 1980500, 1019500 1980500, 1019500 1980000, 1019000 1980000))",7.345,6.61,9.582,0.57,8.546,4.849
1813,라사19a80b,"POLYGON ((1019000 1980500, 1019000 1981000, 1019500 1981000, 1019500 1980500, 1019000 1980500))",6.073,5.73,7.392,1.296,8.102,2.49
1814,라사19a81a,"POLYGON ((1019000 1981000, 1019000 1981500, 1019500 1981500, 1019500 1981000, 1019000 1981000))",5.257,4.914,6.575,5.606,7.286,1.674
1815,라사19a81b,"POLYGON ((1019000 1981500, 1019000 1982000, 1019500 1982000, 1019500 1981500, 1019000 1981500))",4.838,4.495,6.156,5.187,6.866,1.255
1816,라사19a82a,"POLYGON ((1019000 1982000, 1019000 1982500, 1019500 1982500, 1019500 1982000, 1019000 1982000))",4.251,3.908,5.569,4.608,6.279,1.336
1817,라사19a82b,"POLYGON ((1019000 1982500, 1019000 1983000, 1019500 1983000, 1019500 1982500, 1019000 1982500))",3.888,3.546,5.207,4.246,5.917,0.974
1818,라사19a83a,"POLYGON ((1019000 1983000, 1019000 1983500, 1019500 1983500, 1019500 1983000, 1019000 1983000))",3.182,2.84,4.501,3.54,5.211,1.296
1819,라사19a83b,"POLYGON ((1019000 1983500, 1019000 1984000, 1019500 1984000, 1019500 1983500, 1019000 1983500))",2.845,2.503,4.165,3.204,4.34,0.914
1820,라사19a84a,"POLYGON ((1019000 1984000, 1019000 1984500, 1019500 1984500, 1019500 1984000, 1019000 1984000))",2.075,1.733,3.394,2.433,4.031,0.322
1821,라사19a84b,"POLYGON ((1019000 1984500, 1019000 1985000, 1019500 1985000, 1019500 1984500, 1019000 1984500))",2.305,1.963,3.625,2.664,4.261,1.075
1822,라사19a85a,"POLYGON ((1019000 1985000, 1019000 1985500, 1019500 1985500, 1019500 1985000, 1019000 1985000))",1.341,0.998,2.549,1.399,3.37,0.428
1823,라사19a85b,"POLYGON ((1019000 1985500, 1019000 1986000, 1019500 1986000, 1019500 1985500, 1019000 1985500))",0.903,0.879,1.797,0.648,2.959,0.672
1824,라사19a86a,"POLYGON ((1019000 1986000, 1019000 1986500, 1019500 1986500, 1019500 1986000, 1019000 1986000))",0.561,0.677,1.228,0.309,2.388,0.195
1825,라사19a86b,"POLYGON ((1019000 1986500, 1019000 1987000, 1019500 1987000, 1019500 1986500, 1019000 1986500))",0.382,1.338,0.91,0.904,2.416,0.781
1826,라사19a87a,"POLYGON ((1019000 1987000, 1019000 1987500, 1019500 1987500, 1019500 1987000, 1019000 1987000))",2.602,1.744,2.34,3.054,3.366,1.318
1827,라사19a87b,"POLYGON ((1019000 1987500, 1019000 1988000, 1019500 1988000, 1019500 1987500, 1019000 1987500))",2.25,1.575,1.988,2.446,2.898,0.848
1828,라사19a88a,"POLYGON ((1019000 1988000, 1019000 1988500, 1019500 1988500, 1019500 1988000, 1019000 1988000))",3.009,2.5,2.913,3.029,3.995,1.773
1829,라사19a88b,"POLYGON ((1019000 1988500, 1019000 1989000, 1019500 1989000, 1019500 1988500, 1019000 1988500))",4.703,4.762,4.441,5.155,5.947,4.906
1830,라사19a89a,"POLYGON ((1019000 1989000, 1019000 1989500, 1019500 1989500, 1019500 1989000, 1019000 1989000))",5.202,5.261,4.94,5.654,6.446,7.07
1831,라사19a89b,"POLYGON ((1019000 1989500, 1019000 1990000, 1019500 1990000, 1019500 1989500, 1019000 1989500))",5.764,5.822,5.501,6.216,7.007,7.549
1832,라사19a90a,"POLYGON ((1019000 1990000, 1019000 1990500, 1019500 1990500, 1019500 1990000, 1019000 1990000))",4.165,1.742,2.886,3.901,5.169,1.363
1833,라사19a90b,"POLYGON ((1019000 1990500, 1019000 1991000, 1019500 1991000, 1019500 1990500, 1019000 1990500))",4.61,2.547,3.878,4.005,6.418,2.611
1834,라사19a91a,"POLYGON ((1019000 1991000, 1019000 1991500, 1019500 1991500, 1019500 1991000, 1019000 1991000))",4.22,2.158,3.489,3.616,6.028,2.222
1835,라사19a91b,"POLYGON ((1019000 1991500, 1019000 1992000, 1019500 1992000, 1019500 1991500, 1019000 1991500))",3.511,1.559,2.219,2.906,6.526,2.72
1836,라사19a92a,"POLYGON ((1019000 1992000, 1019000 1992500, 1019500 1992500, 1019500 1992000, 1019000 1992000))",4.087,2.133,1.775,3.482,7.099,3.293
1837,라사19a92b,"POLYGON ((1019000 1992500, 1019000 1993000, 1019500 1993000, 1019500 1992500, 1019000 1992500))",4.062,2.714,1.692,3.803,7.68,3.874
1838,라사19a93a,"POLYGON ((1019000 1993000, 1019000 1993500, 1019500 1993500, 1019500 1993000, 1019000 1993000))",4.236,3.421,1.866,3.123,8.388,4.581
1839,라사19a93b,"POLYGON ((1019000 1993500, 1019000 1994000, 1019500 1994000, 1019500 1993500, 1019000 1993500))",4.875,3.976,2.505,3.735,8.942,5.137
1840,라사19a94a,"POLYGON ((1019000 1994000, 1019000 1994500, 1019500 1994500, 1019500 1994000, 1019000 1994000))",5.562,4.663,3.191,3.282,9.629,5.822
1841,라사19a94b,"POLYGON ((1019000 1994500, 1019000 1995000, 1019500 1995000, 1019500 1994500, 1019000 1994500))",9.75,9.756,7.379,4.536,14.723,6.083
1842,라사19a95a,"POLYGON ((1019000 1995000, 1019000 1995500, 1019500 1995500, 1019500 1995000, 1019000 1995000))",9.071,9.077,6.701,3.858,14.044,5.405
1843,라사19a95b,"POLYGON ((1019000 1995500, 1019000 1996000, 1019500 1996000, 1019500 1995500, 1019000 1995500))",7.678,6.33,5.539,5.527,11.296,7.49
1844,라사19a96a,"POLYGON ((1019000 1996000, 1019000 1996500, 1019500 1996500, 1019500 1996000, 1019000 1996000))",6.923,6.929,4.553,1.977,11.895,5.041
1845,라사19a96b,"POLYGON ((1019000 1996500, 1019000 1997000, 1019500 1997000, 1019500 1996500, 1019000 1996500))",7.455,7.438,5.085,2.509,12.427,5.573
1846,라사19a97a,"POLYGON ((1019000 1997000, 1019000 1997500, 1019500 1997500, 1019500 1997000, 1019000 1997000))",9.561,9.567,7.19,3.473,14.533,7.679
1847,라사19a97b,"POLYGON ((1019000 1997500, 1019000 1998000, 1019500 1998000, 1019500 1997500, 1019000 1997500))",10.215,10.221,7.845,2.208,15.188,8.334
1848,라사19a98a,"POLYGON ((1019000 1998000, 1019000 1998500, 1019500 1998500, 1019500 1998000, 1019000 1998000))",12.894,12.9,10.523,1.502,17.824,11.012
1849,라사19a98b,"POLYGON ((1019000 1998500, 1019000 1999000, 1019500 1999000, 1019500 1998500, 1019000 1998500))",11.808,11.815,9.438,1.334,16.739,9.926
1850,라사19a99a,"POLYGON ((1019000 1999000, 1019000 1999500, 1019500 1999500, 1019500 1999000, 1019000 1999000))",13.173,13.179,10.803,1.664,18.103,11.292
1851,라사19a99b,"POLYGON ((1019000 1999500, 1019000 2000000, 1019500 2000000, 1019500 1999500, 1019000 1999500))",13.515,13.52,11.144,2.006,18.444,11.633
1852,라사19b70b,"POLYGON ((1019500 1970500, 1019500 1971000, 1020000 1971000, 1020000 1970500, 1019500 1970500))",12.525,12.178,22.135,4.628,21.098,15.127
1853,라사19b71a,"POLYGON ((1019500 1971000, 1019500 1971500, 1020000 1971500, 1020000 1971000, 1019500 1971000))",12.247,11.901,21.856,4.35,20.82,14.849
1854,라사19b71b,"POLYGON ((1019500 1971500, 1019500 1972000, 1020000 1972000, 1020000 1971500, 1019500 1971500))",10.98,10.633,20.589,3.082,19.553,13.581
1855,라사19b72a,"POLYGON ((1019500 1972000, 1019500 1972500, 1020000 1972500, 1020000 1972000, 1019500 1972000))",20.66,23.112,22.468,7.193,24.435,21.671
1856,라사19b72b,"POLYGON ((1019500 1972500, 1019500 1973000, 1020000 1973000, 1020000 1972500, 1019500 1972500))",12.026,11.678,21.498,4.127,20.599,14.627
1857,라사19b73a,"POLYGON ((1019500 1973000, 1019500 1973500, 1020000 1973500, 1020000 1973000, 1019500 1973000))",11.632,11.285,21.24,3.735,20.205,14.234
1858,라사19b73b,"POLYGON ((1019500 1973500, 1019500 1974000, 1020000 1974000, 1020000 1973500, 1019500 1973500))",12.304,11.958,21.913,4.407,20.877,14.906
1859,라사19b74a,"POLYGON ((1019500 1974000, 1019500 1974500, 1020000 1974500, 1020000 1974000, 1019500 1974000))",10.002,13.555,16.976,6.005,15.94,9.969
1860,라사19b74b,"POLYGON ((1019500 1974500, 1019500 1975000, 1020000 1975000, 1020000 1974500, 1019500 1974500))",10.075,13.629,17.049,6.078,16.014,10.042
1861,라사19b75a,"POLYGON ((1019500 1975000, 1019500 1975500, 1020000 1975500, 1020000 1975000, 1019500 1975000))",13.64,12.92,15.894,6.019,14.858,8.887
1862,라사19b75b,"POLYGON ((1019500 1975500, 1019500 1976000, 1020000 1976000, 1020000 1975500, 1019500 1975500))",12.868,12.149,15.123,6.164,14.087,8.116
