,gid,고령인구,geometry,20년 노후건물 비율,생산가능인구,유아비율,총인구,개별주택가격,주거용도면적,공시지가,지상층수,용적율,지하층수,대지면적,연면적,높이,건폐율,건축면적,전체건물수,20년 이상 노후건물 수,노후건물비율,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원,읍면동
65,라사17a69a,0.0,"POLYGON ((1017000 1969000, 1017000 1969500, 1017500 1969500, 1017500 1969000, 1017000 1969000))",0.0,0.0,0.0,0.0,59633333.33,82.52,23584.52,1.14,9.69,0.0,869.4,69.9,6.11,8.79,62.94,7.0,3.0,2.333333333333333,7.059,6.711,22.444,1.978,21.409,10.406,남산면
66,라사16a96a,0.0,"POLYGON ((1016000 1996000, 1016000 1996500, 1016500 1996500, 1016500 1996000, 1016000 1996000))",0.0,0.0,0.0,0.0,128000000.0,109.8,27770.34,1.0,16.34,0.0,554.0,82.28,5.75,17.06,87.9,2.0,0.0,inf,9.349,8.001,7.209,6.504,12.967,9.161,신북읍
67,라사18b78a,0.0,"POLYGON ((1018500 1978000, 1018500 1978500, 1019000 1978500, 1019000 1978000, 1018500 1978000))",0.0,33.0,0.0,44.0,155142857.14,114.91,22438.3,1.6,24.41,1.0,671.9,121.9,7.18,18.35,96.58,20.0,2.0,10.0,9.331,8.596,11.568,2.611,10.532,5.483,신동면
68,라사32a87a,0.0,"POLYGON ((1032000 1987000, 1032000 1987500, 1032500 1987500, 1032500 1987000, 1032000 1987000))",0.0,0.0,0.0,0.0,0.0,0.0,1317.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.22,27.524,29.143,11.457,27.919,26.211,동면
69,라사14a89b,12.0,"POLYGON ((1014000 1989500, 1014000 1990000, 1014500 1990000, 1014500 1989500, 1014000 1989500))",12.0,6.0,0.0,18.0,53275000.0,145.42,42067.93,1.06,27.11,1.0,1367.5,178.2,5.28,24.76,174.15,16.0,7.0,2.2857142857142856,10.676,6.74,9.929,2.513,13.529,9.723,서면
70,라사11a72a,0.0,"POLYGON ((1011000 1972000, 1011000 1972500, 1011500 1972500, 1011500 1972000, 1011000 1972000))",0.0,0.0,0.0,0.0,45250000.0,98.61,28812.94,1.0,24.76,0.0,441.0,98.61,3.2,24.84,98.86,2.0,2.0,1.0,6.219,6.794,23.76,4.538,24.733,6.947,남면
71,라사08a81b,0.0,"POLYGON ((1008000 1981500, 1008000 1982000, 1008500 1982000, 1008500 1981500, 1008000 1981500))",0.0,0.0,0.0,6.0,152700000.0,76.84,45393.48,1.27,13.32,1.0,1622.67,161.32,6.71,11.73,139.78,11.0,4.0,2.75,8.588,7.827,18.602,1.934,19.312,7.981,서면
72,라사25a85a,11.0,"POLYGON ((1025000 1985000, 1025000 1985500, 1025500 1985500, 1025500 1985000, 1025000 1985000))",11.0,8.0,0.0,22.0,165766666.67,147.81,68579.36,1.31,27.23,1.0,530.0,139.12,6.25,24.57,117.5,16.0,8.0,2.0,3.854,4.626,6.665,4.543,5.385,3.813,동내면
72,라사25a85a,11.0,"POLYGON ((1025000 1985000, 1025000 1985500, 1025500 1985500, 1025500 1985000, 1025000 1985000))",11.0,8.0,0.0,22.0,165766666.67,147.81,68579.36,1.31,27.23,1.0,530.0,139.12,6.25,24.57,117.5,16.0,8.0,2.0,3.854,4.626,6.665,4.543,5.385,3.813,동면
73,라사15a68b,0.0,"POLYGON ((1015000 1968500, 1015000 1969000, 1015500 1969000, 1015500 1968500, 1015000 1968500))",0.0,0.0,0.0,0.0,46518750.0,68.76,9580.79,1.05,13.06,0.0,547.31,52.44,4.48,12.92,51.81,21.0,0.0,inf,6.021,5.672,26.665,4.198,25.629,12.19,남산면
74,라사10a83b,49.0,"POLYGON ((1010000 1983500, 1010000 1984000, 1010500 1984000, 1010500 1983500, 1010000 1983500))",49.0,75.0,0.0,124.0,22900000.0,87.6,24695.21,1.43,28.53,0.0,307.0,642.92,6.76,28.53,224.76,7.0,1.0,7.0,11.22,10.459,21.234,2.02,21.944,10.612,서면
75,라사24b81b,22.0,"POLYGON ((1024500 1981500, 1024500 1982000, 1025000 1982000, 1025000 1981500, 1024500 1981500))",22.0,33.0,0.0,57.0,105126086.96,110.32,79039.84,1.3,24.96,1.0,482.62,95.38,6.13,22.08,85.83,34.0,14.0,2.4285714285714284,2.952,5.497,9.602,3.474,7.98,3.367,동내면
76,라사22a94b,25.0,"POLYGON ((1022000 1994500, 1022000 1995000, 1022500 1995000, 1022500 1994500, 1022000 1994500))",25.0,39.0,0.0,66.0,101669545.45,115.77,58438.3,1.29,20.54,1.0,1619.81,309.17,6.73,17.33,289.9,42.0,11.0,3.8181818181818175,3.151,4.029,3.013,1.063,9.159,1.065,신북읍
77,라사24b83b,29.0,"POLYGON ((1024500 1983500, 1024500 1984000, 1025000 1984000, 1025000 1983500, 1024500 1983500))",29.0,65.0,0.0,100.0,173100000.0,129.14,99002.67,1.43,25.32,1.0,595.84,124.63,5.98,18.57,100.48,69.0,6.0,11.5,2.43,3.082,7.114,2.948,5.77,2.473,동내면
78,라사27a74a,0.0,"POLYGON ((1027000 1974000, 1027000 1974500, 1027500 1974500, 1027500 1974000, 1027000 1974000))",0.0,0.0,0.0,0.0,65733333.33,85.76,6410.63,1.0,21.88,0.0,501.0,64.32,4.27,23.6,66.47,4.0,0.0,inf,17.524,16.148,15.445,2.846,17.023,13.479,동산면
79,라사12a97a,8.0,"POLYGON ((1012000 1997000, 1012000 1997500, 1012500 1997500, 1012500 1997000, 1012000 1997000))",8.0,6.0,0.0,15.0,82585714.29,135.46,23362.16,1.15,28.16,1.0,637.89,116.13,5.71,25.74,110.83,20.0,11.0,1.818181818181818,16.122,7.475,12.911,4.252,18.975,15.169,서면
79,라사12a97a,8.0,"POLYGON ((1012000 1997000, 1012000 1997500, 1012500 1997500, 1012500 1997000, 1012000 1997000))",8.0,6.0,0.0,15.0,82585714.29,135.46,23362.16,1.15,28.16,1.0,637.89,116.13,5.71,25.74,110.83,20.0,11.0,1.818181818181818,16.122,7.475,12.911,4.252,18.975,15.169,사북면
80,라사27b80a,0.0,"POLYGON ((1027500 1980000, 1027500 1980500, 1028000 1980500, 1028000 1980000, 1027500 1980000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,10.341,14.447,8.318,12.825,8.211,동내면
81,라아34a04a,14.0,"POLYGON ((1034000 2004000, 1034000 2004500, 1034500 2004500, 1034500 2004000, 1034000 2004000))",14.0,0.0,0.0,17.0,31585714.29,77.36,13132.57,1.0,24.66,0.0,513.33,79.42,5.12,24.94,78.65,17.0,5.0,3.4,16.785,11.922,17.43,6.904,17.43,17.497,북산면
82,라사28b94b,0.0,"POLYGON ((1028500 1994500, 1028500 1995000, 1029000 1995000, 1029000 1994500, 1028500 1994500))",0.0,0.0,0.0,0.0,24500000.0,92.6,900.78,1.33,35.69,0.0,500.63,156.94,0.0,31.06,127.12,3.0,3.0,1.0,8.913,9.102,11.418,8.833,13.99,9.292,북산면
83,라사11a97b,9.0,"POLYGON ((1011000 1997500, 1011000 1998000, 1011500 1998000, 1011500 1997500, 1011000 1997500))",9.0,10.0,0.0,21.0,87280000.0,119.12,6287.64,1.17,17.72,0.0,814.13,96.09,5.25,15.39,87.8,13.0,3.0,4.333333333333333,17.091,8.444,13.88,2.467,19.944,16.137,사북면
84,라사11a82a,0.0,"POLYGON ((1011000 1982000, 1011000 1982500, 1011500 1982500, 1011500 1982000, 1011000 1982000))",0.0,0.0,0.0,0.0,41100000.0,161.52,31732.55,1.25,33.43,0.0,1039.0,182.41,5.25,30.4,156.85,4.0,1.0,4.0,7.974,7.214,17.989,3.397,18.699,7.367,서면
85,라사14a76a,0.0,"POLYGON ((1014000 1976000, 1014000 1976500, 1014500 1976500, 1014500 1976000, 1014000 1976000))",0.0,0.0,0.0,0.0,59400000.0,49.08,5193.7,1.0,14.19,0.0,552.33,72.68,4.67,14.19,72.68,3.0,0.0,inf,2.25,2.793,20.354,2.835,21.065,2.579,남산면
86,라사37a89a,0.0,"POLYGON ((1037000 1989000, 1037000 1989500, 1037500 1989500, 1037500 1989000, 1037000 1989000))",0.0,0.0,0.0,0.0,10800000.0,222.32,922.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.476,18.18,26.939,6.83,37.176,35.465,북산면
87,라사22b84b,6.0,"POLYGON ((1022500 1984500, 1022500 1985000, 1023000 1985000, 1023000 1984500, 1022500 1984500))",6.0,22.0,0.0,31.0,445000000.0,367.63,249978.34,2.14,36.96,1.0,1352.17,1218.36,8.87,19.88,666.88,22.0,3.0,7.333333333333333,3.46,0.587,4.242,2.566,2.897,0.867,동내면
87,라사22b84b,6.0,"POLYGON ((1022500 1984500, 1022500 1985000, 1023000 1985000, 1023000 1984500, 1022500 1984500))",6.0,22.0,0.0,31.0,445000000.0,367.63,249978.34,2.14,36.96,1.0,1352.17,1218.36,8.87,19.88,666.88,22.0,3.0,7.333333333333333,3.46,0.587,4.242,2.566,2.897,0.867,석사동
88,라사34b97a,0.0,"POLYGON ((1034500 1997000, 1034500 1997500, 1035000 1997500, 1035000 1997000, 1034500 1997000))",0.0,0.0,0.0,0.0,83700000.0,69.6,6018.77,1.0,6.3,0.0,1104.0,56.73,5.25,6.3,56.73,2.0,0.0,inf,23.244,18.148,23.889,3.388,23.889,26.566,북산면
89,라사21b86a,836.0,"POLYGON ((1021500 1986000, 1021500 1986500, 1022000 1986500, 1022000 1986000, 1021500 1986000))",836.0,3372.0,248.0,4731.0,163689682.54,188.75,673550.95,3.25,135.38,1.06,339.67,1494.1,15.72,54.32,303.55,237.0,170.0,1.3941176470588237,2.179,1.115,2.507,3.175,0.648,0.574,효자동
89,라사21b86a,836.0,"POLYGON ((1021500 1986000, 1021500 1986500, 1022000 1986500, 1022000 1986000, 1021500 1986000))",836.0,3372.0,248.0,4731.0,163689682.54,188.75,673550.95,3.25,135.38,1.06,339.67,1494.1,15.72,54.32,303.55,237.0,170.0,1.3941176470588237,2.179,1.115,2.507,3.175,0.648,0.574,후평동
90,라사20b91b,73.0,"POLYGON ((1020500 1991500, 1020500 1992000, 1021000 1992000, 1021000 1991500, 1020500 1991500))",73.0,69.0,0.0,144.0,129170422.54,107.37,152564.04,1.2,25.15,1.0,594.41,117.89,6.35,21.72,100.56,85.0,48.0,1.7708333333333333,2.126,1.644,2.174,1.522,6.948,2.422,신동
91,라사10a64a,18.0,"POLYGON ((1010000 1964000, 1010000 1964500, 1010500 1964500, 1010500 1964000, 1010000 1964000))",18.0,7.0,0.0,27.0,94782222.22,139.64,59782.17,1.63,29.61,1.0,807.7,195.58,7.26,22.62,136.88,27.0,9.0,3.0,7.089,6.741,20.442,1.261,33.271,13.259,남면
92,라사13b75a,0.0,"POLYGON ((1013500 1975000, 1013500 1975500, 1014000 1975500, 1014000 1975000, 1013500 1975000))",0.0,0.0,0.0,8.0,81866666.67,155.11,37637.4,1.11,27.53,0.0,1058.75,135.04,6.02,23.21,134.01,9.0,2.0,4.5,2.397,2.94,20.738,2.982,21.449,2.726,남산면
93,라사17b92b,29.0,"POLYGON ((1017500 1992500, 1017500 1993000, 1018000 1993000, 1018000 1992500, 1017500 1992500))",29.0,39.0,0.0,72.0,101796052.63,112.06,69991.12,1.2,28.09,1.0,635.88,136.77,6.0,25.84,125.59,46.0,16.0,2.875,6.348,2.412,5.599,0.945,9.2,5.394,서면
94,라사11b77b,13.0,"POLYGON ((1011500 1977500, 1011500 1978000, 1012000 1978000, 1012000 1977500, 1011500 1977500))",13.0,16.0,0.0,29.0,112380000.0,145.7,21101.63,1.71,33.3,0.0,594.42,185.69,8.14,22.81,121.98,17.0,14.0,1.2142857142857142,3.153,2.393,17.264,2.234,17.973,2.546,남산면
95,라사26b88b,7.0,"POLYGON ((1026500 1988500, 1026500 1989000, 1027000 1989000, 1027000 1988500, 1026500 1988500))",7.0,0.0,0.0,12.0,121000000.0,146.68,12825.59,1.17,15.36,0.0,854.5,96.67,5.74,14.59,92.81,6.0,4.0,1.5,6.695,7.0,8.619,3.339,7.395,5.687,동면
96,라사18a84b,39.0,"POLYGON ((1018000 1984500, 1018000 1985000, 1018500 1985000, 1018500 1984500, 1018000 1984500))",39.0,67.0,0.0,124.0,144383720.93,107.02,224050.29,1.41,42.75,1.0,1176.42,232.95,7.16,29.42,160.72,78.0,9.0,8.666666666666666,2.738,1.685,3.297,2.271,4.458,1.571,삼천동
97,라사20a92a,12.0,"POLYGON ((1020000 1992000, 1020000 1992500, 1020500 1992500, 1020500 1992000, 1020000 1992000))",12.0,27.0,0.0,41.0,121550000.0,107.8,77960.08,1.26,17.69,0.0,1074.67,143.22,7.0,13.84,131.27,19.0,1.0,19.0,3.014,2.531,1.491,2.409,7.649,2.722,신동
98,라사20b95b,29.0,"POLYGON ((1020500 1995500, 1020500 1996000, 1021000 1996000, 1021000 1995500, 1020500 1995500))",29.0,60.0,0.0,91.0,84471428.57,98.74,60781.17,1.7,17.92,1.0,561.5,616.45,8.39,15.47,266.07,10.0,2.0,5.0,5.122,6.621,4.244,1.331,11.587,2.633,신북읍
99,라사19b95b,12.0,"POLYGON ((1019500 1995500, 1019500 1996000, 1020000 1996000, 1020000 1995500, 1019500 1995500))",12.0,18.0,0.0,31.0,85650000.0,112.81,42874.67,1.11,22.94,0.0,585.13,308.74,6.23,21.37,298.26,19.0,7.0,2.7142857142857144,6.234,6.24,3.864,1.002,11.206,4.352,신북읍
100,라사10a81b,6.0,"POLYGON ((1010000 1981500, 1010000 1982000, 1010500 1982000, 1010500 1981500, 1010000 1981500))",6.0,0.0,0.0,10.0,48880000.0,88.75,5987.38,1.33,28.65,0.0,307.5,94.66,7.5,24.85,85.54,3.0,2.0,1.5,7.202,6.441,17.217,2.625,17.926,6.594,서면
101,라사23a78a,0.0,"POLYGON ((1023000 1978000, 1023000 1978500, 1023500 1978500, 1023500 1978000, 1023000 1978000))",0.0,0.0,0.0,0.0,32200000.0,19.8,4420.41,1.0,5.84,0.0,435.35,19.51,3.08,5.84,19.51,4.0,0.0,inf,8.989,10.462,14.568,5.477,12.946,9.054,동산면
101,라사23a78a,0.0,"POLYGON ((1023000 1978000, 1023000 1978500, 1023500 1978500, 1023500 1978000, 1023000 1978000))",0.0,0.0,0.0,0.0,32200000.0,19.8,4420.41,1.0,5.84,0.0,435.35,19.51,3.08,5.84,19.51,4.0,0.0,inf,8.989,10.462,14.568,5.477,12.946,9.054,동내면
102,라사34a98a,6.0,"POLYGON ((1034000 1998000, 1034000 1998500, 1034500 1998500, 1034500 1998000, 1034000 1998000))",6.0,0.0,0.0,9.0,54900000.0,70.23,2117.39,1.25,22.06,0.0,500.25,74.0,5.49,18.91,70.49,4.0,0.0,inf,21.247,16.151,21.892,1.391,21.892,21.959,북산면
103,라사36b92a,0.0,"POLYGON ((1036500 1992000, 1036500 1992500, 1037000 1992500, 1037000 1992000, 1036500 1992000))",0.0,0.0,0.0,6.0,2380000.0,39.67,751.11,1.0,0.0,0.0,0.0,39.66,0.0,0.0,39.61,2.0,0.0,inf,42.503,19.98,28.739,8.63,43.204,41.495,북산면
104,라사19b94b,0.0,"POLYGON ((1019500 1994500, 1019500 1995000, 1020000 1995000, 1020000 1994500, 1019500 1994500))",0.0,11.0,0.0,16.0,74733333.33,119.8,12889.8,1.08,30.02,1.0,475.05,109.03,5.47,29.18,104.48,13.0,6.0,2.1666666666666665,5.284,5.29,2.914,1.486,10.257,3.403,신북읍
105,라사14a74b,0.0,"POLYGON ((1014000 1974500, 1014000 1975000, 1014500 1975000, 1014500 1974500, 1014000 1974500))",0.0,0.0,0.0,0.0,45300000.0,59.88,15701.99,1.0,28.38,0.0,211.0,59.88,4.4,28.38,59.88,1.0,0.0,inf,2.511,3.054,20.852,3.096,21.563,2.84,남산면
106,라사06a73b,0.0,"POLYGON ((1006000 1973500, 1006000 1974000, 1006500 1974000, 1006500 1973500, 1006000 1973500))",0.0,0.0,0.0,0.0,0.0,0.0,6031.62,1.0,25.62,0.0,307.0,78.66,0.0,15.63,47.97,1.0,1.0,1.0,14.613,14.565,28.258,4.141,28.969,14.547,남면
107,라사21b88a,26.0,"POLYGON ((1021500 1988000, 1021500 1988500, 1022000 1988500, 1022000 1988000, 1021500 1988000))",26.0,129.0,0.0,161.0,393545000.0,373.69,271036.54,1.85,87.29,1.0,1731.28,1172.57,8.59,38.09,593.48,91.0,46.0,1.9782608695652173,1.247,1.422,3.343,4.379,2.076,1.201,후평동
107,라사21b88a,26.0,"POLYGON ((1021500 1988000, 1021500 1988500, 1022000 1988500, 1022000 1988000, 1021500 1988000))",26.0,129.0,0.0,161.0,393545000.0,373.69,271036.54,1.85,87.29,1.0,1731.28,1172.57,8.59,38.09,593.48,91.0,46.0,1.9782608695652173,1.247,1.422,3.343,4.379,2.076,1.201,동면
107,라사21b88a,26.0,"POLYGON ((1021500 1988000, 1021500 1988500, 1022000 1988500, 1022000 1988000, 1021500 1988000))",26.0,129.0,0.0,161.0,393545000.0,373.69,271036.54,1.85,87.29,1.0,1731.28,1172.57,8.59,38.09,593.48,91.0,46.0,1.9782608695652173,1.247,1.422,3.343,4.379,2.076,1.201,우두동
108,라사23b80b,24.0,"POLYGON ((1023500 1980500, 1023500 1981000, 1024000 1981000, 1024000 1980500, 1023500 1980500))",24.0,32.0,0.0,59.0,114690000.0,121.01,101406.91,1.34,24.0,0.0,770.33,149.82,5.86,19.33,132.98,32.0,13.0,2.4615384615384617,3.101,4.966,9.071,3.272,7.449,3.165,동내면
109,라사39b97a,0.0,"POLYGON ((1039500 1997000, 1039500 1997500, 1040000 1997500, 1040000 1997000, 1039500 1997000))",0.0,0.0,0.0,0.0,0.0,0.0,773.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.893,16.86,40.539,17.462,40.539,40.605,북산면
110,라사09b82a,15.0,"POLYGON ((1009500 1982000, 1009500 1982500, 1010000 1982500, 1010000 1982000, 1009500 1982000))",15.0,10.0,0.0,28.0,42975000.0,78.42,19902.36,1.08,19.56,1.0,621.5,119.39,4.9,18.94,87.14,25.0,10.0,2.5,9.731,8.97,19.746,0.532,20.456,9.124,서면
111,라사09b98b,0.0,"POLYGON ((1009500 1998500, 1009500 1999000, 1010000 1999000, 1010000 1998500, 1009500 1998500))",0.0,0.0,0.0,0.0,14800000.0,39.2,11367.0,1.0,0.0,0.0,0.0,242.6,2.8,0.0,242.6,13.0,9.0,1.4444444444444444,19.379,10.733,16.168,0.865,22.232,18.426,사북면
112,라사13a77a,0.0,"POLYGON ((1013000 1977000, 1013000 1977500, 1013500 1977500, 1013500 1977000, 1013000 1977000))",0.0,0.0,0.0,0.0,21675000.0,66.33,24324.38,1.0,10.33,0.0,632.0,76.57,4.12,10.33,76.57,5.0,1.0,5.0,2.957,1.661,18.103,2.037,18.813,1.816,남산면
113,라사12a79a,0.0,"POLYGON ((1012000 1979000, 1012000 1979500, 1012500 1979500, 1012500 1979000, 1012000 1979000))",0.0,0.0,0.0,0.0,0.0,0.0,20632.22,3.0,117.53,1.0,484.83,590.8,0.0,48.07,233.06,1.0,1.0,1.0,3.652,2.891,15.188,2.733,15.899,3.045,남산면
114,라사24a92a,30.0,"POLYGON ((1024000 1992000, 1024000 1992500, 1024500 1992500, 1024500 1992000, 1024000 1992000))",30.0,25.0,0.0,55.0,53676923.08,110.48,112983.81,1.19,31.25,1.0,582.95,107.53,5.72,28.44,90.16,36.0,15.0,2.4,7.034,7.339,8.601,5.587,7.734,6.027,동면
114,라사24a92a,30.0,"POLYGON ((1024000 1992000, 1024000 1992500, 1024500 1992500, 1024500 1992000, 1024000 1992000))",30.0,25.0,0.0,55.0,53676923.08,110.48,112983.81,1.19,31.25,1.0,582.95,107.53,5.72,28.44,90.16,36.0,15.0,2.4,7.034,7.339,8.601,5.587,7.734,6.027,신북읍
115,라사24a83a,45.0,"POLYGON ((1024000 1983000, 1024000 1983500, 1024500 1983500, 1024500 1983000, 1024000 1983000))",45.0,73.0,0.0,124.0,155059090.91,156.7,139670.45,1.43,32.22,1.0,558.41,159.31,6.88,23.93,127.23,72.0,27.0,2.6666666666666665,0.969,2.929,6.961,1.658,5.616,2.013,동내면
116,라사24b84b,27.0,"POLYGON ((1024500 1984500, 1024500 1985000, 1025000 1985000, 1025000 1984500, 1024500 1984500))",27.0,36.0,0.0,73.0,171442857.14,137.14,127349.56,1.35,27.33,1.0,662.82,219.24,6.16,23.17,156.47,44.0,15.0,2.933333333333333,2.553,2.802,6.835,3.241,5.489,3.082,동내면
117,라사14a95b,0.0,"POLYGON ((1014000 1995500, 1014000 1996000, 1014500 1996000, 1014500 1995500, 1014000 1995500))",0.0,0.0,0.0,7.0,61280000.0,78.38,44987.13,1.4,51.83,0.0,282.0,118.09,9.88,42.16,108.24,5.0,2.0,2.5,12.313,8.377,9.164,7.188,15.166,11.36,서면
118,라사18a98b,12.0,"POLYGON ((1018000 1998500, 1018000 1999000, 1018500 1999000, 1018500 1998500, 1018000 1998500))",12.0,19.0,0.0,33.0,37951538.46,80.31,30078.21,1.22,21.95,0.0,927.24,178.55,6.01,20.14,142.42,23.0,11.0,2.090909090909091,12.752,12.945,10.382,0.156,17.682,10.87,사북면
119,라사24b94b,0.0,"POLYGON ((1024500 1994500, 1024500 1995000, 1025000 1995000, 1025000 1994500, 1024500 1994500))",0.0,8.0,0.0,15.0,45055555.56,86.37,27934.0,1.0,28.78,1.0,874.82,202.06,5.1,29.53,203.19,20.0,15.0,1.3333333333333333,5.028,5.907,5.659,3.639,11.62,3.766,신북읍
120,라사17a91a,0.0,"POLYGON ((1017000 1991000, 1017000 1991500, 1017500 1991500, 1017500 1991000, 1017000 1991000))",0.0,0.0,0.0,0.0,78100000.0,70.95,6119.14,1.0,17.58,0.0,792.44,96.02,6.1,17.79,119.84,5.0,1.0,5.0,6.574,2.638,5.826,3.063,9.427,5.621,서면
121,라사15b87a,0.0,"POLYGON ((1015500 1987000, 1015500 1987500, 1016000 1987500, 1016000 1987000, 1015500 1987000))",0.0,0.0,0.0,0.0,234000000.0,390.12,7305.63,3.0,30.48,0.0,666.0,203.0,9.55,19.82,132.02,1.0,0.0,inf,17.378,17.037,18.698,17.096,19.407,16.971,서면
122,라아10b04a,8.0,"POLYGON ((1010500 2004000, 1010500 2004500, 1011000 2004500, 1011000 2004000, 1010500 2004000))",8.0,9.0,0.0,17.0,32830000.0,78.57,11622.34,1.0,18.36,0.0,647.25,139.1,4.58,18.36,139.1,10.0,4.0,2.5,14.036,5.404,22.316,5.402,14.239,13.585,사북면
123,라사11a75a,23.0,"POLYGON ((1011000 1975000, 1011000 1975500, 1011500 1975500, 1011500 1975000, 1011000 1975000))",23.0,15.0,0.0,39.0,67058823.53,114.99,30068.16,1.22,28.99,1.0,527.33,138.46,6.0,26.5,123.68,23.0,13.0,1.7692307692307692,2.828,3.402,20.632,3.244,21.341,3.556,남산면
124,라사19a93a,18.0,"POLYGON ((1019000 1993000, 1019000 1993500, 1019500 1993500, 1019500 1993000, 1019000 1993000))",18.0,14.0,0.0,32.0,78551515.15,95.75,74819.55,1.12,25.03,1.0,1157.05,144.43,5.9,22.88,137.19,26.0,12.0,2.1666666666666665,4.236,3.421,1.866,3.123,8.388,4.581,신북읍
124,라사19a93a,18.0,"POLYGON ((1019000 1993000, 1019000 1993500, 1019500 1993500, 1019500 1993000, 1019000 1993000))",18.0,14.0,0.0,32.0,78551515.15,95.75,74819.55,1.12,25.03,1.0,1157.05,144.43,5.9,22.88,137.19,26.0,12.0,2.1666666666666665,4.236,3.421,1.866,3.123,8.388,4.581,신동
125,라사39a89a,0.0,"POLYGON ((1039000 1989000, 1039000 1989500, 1039500 1989500, 1039500 1989000, 1039000 1989000))",0.0,0.0,0.0,0.0,26156666.67,62.75,2736.69,1.0,9.66,0.0,566.0,54.67,4.43,9.66,54.67,2.0,0.0,inf,40.244,16.564,25.323,5.214,40.677,39.234,북산면
126,라사19b82b,40.0,"POLYGON ((1019500 1982500, 1019500 1983000, 1020000 1983000, 1020000 1982500, 1019500 1982500))",40.0,58.0,0.0,100.0,96090909.09,121.0,70140.12,1.22,24.9,1.0,621.23,161.74,6.14,21.22,153.34,59.0,21.0,2.8095238095238093,4.7,3.325,6.297,4.028,5.261,1.564,신동면
127,라사18a82a,0.0,"POLYGON ((1018000 1982000, 1018000 1982500, 1018500 1982500, 1018500 1982000, 1018000 1982000))",0.0,0.0,0.0,0.0,35433333.33,42.32,15138.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394,4.051,5.712,4.752,6.423,0.677,신동면
127,라사18a82a,0.0,"POLYGON ((1018000 1982000, 1018000 1982500, 1018500 1982500, 1018500 1982000, 1018000 1982000))",0.0,0.0,0.0,0.0,35433333.33,42.32,15138.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394,4.051,5.712,4.752,6.423,0.677,칠전동
128,라사26a92b,0.0,"POLYGON ((1026000 1992500, 1026000 1993000, 1026500 1993000, 1026500 1992500, 1026000 1992500))",0.0,0.0,0.0,0.0,442500000.0,746.08,31143.17,1.7,23.79,1.0,3422.33,345.32,6.69,12.39,176.14,10.0,6.0,1.6666666666666667,8.469,8.658,10.975,8.389,13.546,9.658,동면
128,라사26a92b,0.0,"POLYGON ((1026000 1992500, 1026000 1993000, 1026500 1993000, 1026500 1992500, 1026000 1992500))",0.0,0.0,0.0,0.0,442500000.0,746.08,31143.17,1.7,23.79,1.0,3422.33,345.32,6.69,12.39,176.14,10.0,6.0,1.6666666666666667,8.469,8.658,10.975,8.389,13.546,9.658,신북읍
129,라사18a92b,27.0,"POLYGON ((1018000 1992500, 1018000 1993000, 1018500 1993000, 1018500 1992500, 1018000 1992500))",27.0,15.0,0.0,44.0,95476190.48,102.25,95966.41,1.08,17.53,1.0,648.86,87.57,4.96,16.5,80.29,26.0,6.0,4.333333333333333,5.926,1.774,5.179,0.512,8.779,4.973,서면
130,라사23b81a,45.0,"POLYGON ((1023500 1981000, 1023500 1981500, 1024000 1981500, 1024000 1981000, 1023500 1981000))",45.0,64.0,0.0,118.0,107304166.67,123.93,120627.19,1.2,30.91,1.0,704.69,142.73,5.66,27.73,133.45,77.0,43.0,1.7906976744186047,2.623,4.488,8.594,2.794,6.971,2.687,동내면
131,라사13a76b,82.0,"POLYGON ((1013000 1976500, 1013000 1977000, 1013500 1977000, 1013500 1976500, 1013000 1976500))",82.0,112.0,0.0,207.0,63560000.0,76.66,69521.2,2.1,65.96,1.0,424.99,868.96,9.32,36.41,279.26,30.0,15.0,2.0,0.922,0.883,18.445,0.925,19.155,0.669,남산면
132,라사31a96b,0.0,"POLYGON ((1031000 1996500, 1031000 1997000, 1031500 1997000, 1031500 1996500, 1031000 1996500))",0.0,0.0,0.0,0.0,0.0,0.0,19362.37,1.25,5.83,0.0,3397.0,149.25,5.42,5.83,128.88,4.0,0.0,inf,31.526,19.942,25.683,5.316,25.683,28.36,북산면
133,라사21b86b,1339.0,"POLYGON ((1021500 1986500, 1021500 1987000, 1022000 1987000, 1022000 1986500, 1021500 1986500))",1339.0,4493.0,278.0,6563.0,139830034.13,151.12,649126.63,2.83,152.86,1.03,315.58,1084.42,16.85,57.29,159.35,413.0,325.0,1.2707692307692309,1.594,0.778,2.411,2.989,0.986,0.236,후평동
