,gid,고령인구,geometry,20년 노후건물 비율,생산가능인구,유아비율,총인구,개별주택가격,주거용도면적,공시지가,지상층수,용적율,지하층수,대지면적,연면적,높이,건폐율,건축면적,전체건물수,20년 이상 노후건물 수,노후건물비율,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원,읍면동
1978,라사36b86a,0.0,"POLYGON ((1036500 1986000, 1036500 1986500, 1037000 1986500, 1037000 1986000, 1036500 1986000))",0.0,0.0,0.0,0.0,0.0,0.0,7059.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.317,18.557,22.476,23.089,38.16,38.309,동면
1979,라사04a96a,0.0,"POLYGON ((1004000 1996000, 1004000 1996500, 1004500 1996500, 1004500 1996000, 1004000 1996000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,사북면
1980,라사27a94a,0.0,"POLYGON ((1027000 1994000, 1027000 1994500, 1027500 1994500, 1027500 1994000, 1027000 1994000))",0.0,0.0,0.0,0.0,0.0,0.0,383.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,7.519,9.835,7.25,12.407,7.708,북산면
1980,라사27a94a,0.0,"POLYGON ((1027000 1994000, 1027000 1994500, 1027500 1994500, 1027500 1994000, 1027000 1994000))",0.0,0.0,0.0,0.0,0.0,0.0,383.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,7.519,9.835,7.25,12.407,7.708,신북읍
1981,라사12a80b,0.0,"POLYGON ((1012000 1980500, 1012000 1981000, 1012500 1981000, 1012500 1980500, 1012000 1980500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.827,5.066,15.841,4.908,16.551,5.22,서면
1982,라사18b97a,0.0,"POLYGON ((1018500 1997000, 1018500 1997500, 1019000 1997500, 1019000 1997000, 1018500 1997000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26,0.0,123788.4,326.69,0.0,0.26,326.69,1.0,1.0,1.0,7.758,7.765,5.388,2.812,12.731,5.877,신북읍
1982,라사18b97a,0.0,"POLYGON ((1018500 1997000, 1018500 1997500, 1019000 1997500, 1019000 1997000, 1018500 1997000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26,0.0,123788.4,326.69,0.0,0.26,326.69,1.0,1.0,1.0,7.758,7.765,5.388,2.812,12.731,5.877,사북면
1983,라사36a87b,0.0,"POLYGON ((1036000 1987500, 1036000 1988000, 1036500 1988000, 1036500 1987500, 1036000 1987500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.336,23.37,32.26,12.02,31.036,29.325,동면
1983,라사36a87b,0.0,"POLYGON ((1036000 1987500, 1036000 1988000, 1036500 1988000, 1036500 1987500, 1036000 1987500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.336,23.37,32.26,12.02,31.036,29.325,북산면
1984,라아39a03b,0.0,"POLYGON ((1039000 2003500, 1039000 2004000, 1039500 2004000, 1039500 2003500, 1039000 2003500))",0.0,0.0,0.0,0.0,0.0,0.0,137.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,북산면
1985,라사28a78b,0.0,"POLYGON ((1028000 1978500, 1028000 1979000, 1028500 1979000, 1028500 1978500, 1028000 1978500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.503,10.525,14.629,8.502,13.008,8.395,동산면
1986,라사34a85a,0.0,"POLYGON ((1034000 1985000, 1034000 1985500, 1034500 1985500, 1034500 1985000, 1034000 1985000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.631,26.936,28.555,10.868,27.331,28.559,동면
1987,라사39a87a,0.0,"POLYGON ((1039000 1987000, 1039000 1987500, 1039500 1987500, 1039500 1987000, 1039000 1987000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.694,18.014,26.773,6.664,42.127,40.684,북산면
1988,라사37b82b,0.0,"POLYGON ((1037500 1982500, 1037500 1983000, 1038000 1983000, 1038000 1982500, 1037500 1982500))",0.0,0.0,0.0,0.0,0.0,0.0,5203.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.085,13.755,17.674,18.287,33.357,36.443,동면
1989,라아31b05b,0.0,"POLYGON ((1031500 2005500, 1031500 2006000, 1032000 2006000, 1032000 2005500, 1031500 2005500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,북산면
1990,라사18b76b,0.0,"POLYGON ((1018500 1976500, 1018500 1977000, 1019000 1977000, 1019000 1976500, 1018500 1976500))",0.0,0.0,0.0,0.0,0.0,0.0,3269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.449,10.73,13.703,4.745,12.667,6.696,신동면
1991,라사31a88b,0.0,"POLYGON ((1031000 1988500, 1031000 1989000, 1031500 1989000, 1031500 1988500, 1031000 1988500))",0.0,0.0,0.0,0.0,0.0,0.0,870.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.984,29.288,30.907,13.221,29.683,27.974,동면
1992,라사26b82a,0.0,"POLYGON ((1026500 1982000, 1026500 1982500, 1027000 1982500, 1027000 1982000, 1026500 1982000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.492,5.677,9.709,4.406,8.364,4.761,동내면
1993,라사36b88a,0.0,"POLYGON ((1036500 1988000, 1036500 1988500, 1037000 1988500, 1037000 1988000, 1036500 1988000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.269,19.395,36.194,8.045,34.97,33.259,북산면
1994,라사14b67a,0.0,"POLYGON ((1014500 1967000, 1014500 1967500, 1015000 1967500, 1015000 1967000, 1014500 1967000))",0.0,0.0,0.0,0.0,0.0,0.0,3223.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.803,3.456,27.361,2.831,26.326,9.973,남산면
1995,라사12a66a,0.0,"POLYGON ((1012000 1966000, 1012000 1966500, 1012500 1966500, 1012500 1966000, 1012000 1966000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남면
1995,라사12a66a,0.0,"POLYGON ((1012000 1966000, 1012000 1966500, 1012500 1966500, 1012500 1966000, 1012000 1966000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남산면
1996,라아20a03b,0.0,"POLYGON ((1020000 2003500, 1020000 2004000, 1020500 2004000, 1020500 2003500, 1020000 2003500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,사북면
1997,라사29a75a,0.0,"POLYGON ((1029000 1975000, 1029000 1975500, 1029500 1975500, 1029500 1975000, 1029000 1975000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.869,18.493,17.79,5.191,19.368,15.824,동산면
1998,라아46a01b,0.0,"POLYGON ((1046000 2001500, 1046000 2002000, 1046500 2002000, 1046500 2001500, 1046000 2001500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.465,10.809,21.11,11.411,21.11,21.177,북산면
1999,라사28a98b,0.0,"POLYGON ((1028000 1998500, 1028000 1999000, 1028500 1999000, 1028500 1998500, 1028000 1998500))",0.0,0.0,0.0,0.0,0.0,0.0,1265.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.138,9.552,19.787,8.983,25.691,17.971,북산면
2000,라사34b90a,0.0,"POLYGON ((1034500 1990000, 1034500 1990500, 1035000 1990500, 1035000 1990000, 1034500 1990000))",0.0,0.0,0.0,0.0,0.0,0.0,459.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.876,19.508,28.267,8.158,37.576,35.865,동면
2000,라사34b90a,0.0,"POLYGON ((1034500 1990000, 1034500 1990500, 1035000 1990500, 1035000 1990000, 1034500 1990000))",0.0,0.0,0.0,0.0,0.0,0.0,459.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.876,19.508,28.267,8.158,37.576,35.865,북산면
2001,라사08a68a,0.0,"POLYGON ((1008000 1968000, 1008000 1968500, 1008500 1968500, 1008500 1968000, 1008000 1968000))",0.0,0.0,0.0,0.0,59800000.0,118.3,41000.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.553,12.128,27.248,2.788,30.068,12.282,남면
2002,라사22b75a,0.0,"POLYGON ((1022500 1975000, 1022500 1975500, 1023000 1975500, 1023000 1975000, 1022500 1975000))",0.0,6.0,0.0,6.0,36900000.0,76.16,20065.53,1.0,21.77,0.0,2101.0,292.75,5.88,22.11,299.75,6.0,2.0,3.0,11.434,12.907,17.013,2.635,15.392,11.498,동산면
2003,라사16a86b,0.0,"POLYGON ((1016000 1986500, 1016000 1987000, 1016500 1987000, 1016500 1986500, 1016000 1986500))",0.0,0.0,0.0,0.0,0.0,0.0,20201.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.008,9.434,9.26,2.703,12.861,12.576,중도동
2003,라사16a86b,0.0,"POLYGON ((1016000 1986500, 1016000 1987000, 1016500 1987000, 1016500 1986500, 1016000 1986500))",0.0,0.0,0.0,0.0,0.0,0.0,20201.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.008,9.434,9.26,2.703,12.861,12.576,서면
2004,라사05b96b,0.0,"POLYGON ((1005500 1996500, 1005500 1997000, 1006000 1997000, 1006000 1996500, 1005500 1996500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,14.883,20.319,4.898,26.382,22.577,사북면
2005,라사08a75a,0.0,"POLYGON ((1008000 1975000, 1008000 1975500, 1008500 1975500, 1008500 1975000, 1008000 1975000))",0.0,0.0,0.0,0.0,0.0,0.0,2691.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.548,12.787,25.582,7.668,26.292,12.941,남면
2006,라아35a02b,0.0,"POLYGON ((1035000 2002500, 1035000 2003000, 1035500 2003000, 1035500 2002500, 1035000 2002500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.803,11.924,14.448,6.906,14.448,14.515,북산면
2007,라사10a69a,0.0,"POLYGON ((1010000 1969000, 1010000 1969500, 1010500 1969500, 1010500 1969000, 1010000 1969000))",0.0,0.0,0.0,0.0,0.0,0.0,32873.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.842,9.418,24.442,5.34,27.356,9.571,남면
2008,라사28b88a,0.0,"POLYGON ((1028500 1988000, 1028500 1988500, 1029000 1988500, 1029000 1988000, 1028500 1988000))",0.0,0.0,0.0,0.0,0.0,0.0,930.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.951,10.255,11.875,6.595,10.65,8.942,동면
2009,라사26a93a,0.0,"POLYGON ((1026000 1993000, 1026000 1993500, 1026500 1993500, 1026500 1993000, 1026000 1993000))",0.0,0.0,0.0,0.0,0.0,0.0,8244.44,1.0,6.93,0.0,1567.0,108.66,4.95,6.93,108.66,1.0,0.0,inf,5.179,5.368,7.685,5.099,10.256,6.368,신북읍
2010,라사32a92b,0.0,"POLYGON ((1032000 1992500, 1032000 1993000, 1032500 1993000, 1032500 1992500, 1032000 1992500))",0.0,0.0,0.0,0.0,0.0,0.0,512.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.308,36.498,30.934,10.098,30.466,33.142,동면
2011,라사38b92b,0.0,"POLYGON ((1038500 1992500, 1038500 1993000, 1039000 1993000, 1039000 1992500, 1038500 1992500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.984,13.061,21.82,1.71,37.173,44.912,북산면
2012,라사39a89b,0.0,"POLYGON ((1039000 1989500, 1039000 1990000, 1039500 1990000, 1039500 1989500, 1039000 1989500))",0.0,0.0,0.0,0.0,0.0,0.0,1326.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.526,16.847,25.606,5.496,40.959,39.516,북산면
2013,라사08a99a,0.0,"POLYGON ((1008000 1999000, 1008000 1999500, 1008500 1999500, 1008500 1999000, 1008000 1999000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.541,11.894,17.33,1.837,23.393,19.587,사북면
2014,라사36a88b,0.0,"POLYGON ((1036000 1988500, 1036000 1989000, 1036500 1989000, 1036500 1988500, 1036000 1988500))",0.0,0.0,0.0,0.0,3520000.0,75.33,2118.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.53,18.629,36.455,7.278,35.231,33.52,북산면
2015,라사37b99a,0.0,"POLYGON ((1037500 1999000, 1037500 1999500, 1038000 1999500, 1038000 1999000, 1037500 1999000))",0.0,0.0,0.0,0.0,0.0,0.0,300.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.567,17.592,20.212,12.574,20.212,20.279,북산면
2016,라사02a80a,0.0,"POLYGON ((1002000 1980000, 1002000 1980500, 1002500 1980500, 1002500 1980000, 1002000 1980000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남산면
2017,라사29a97a,0.0,"POLYGON ((1029000 1997000, 1029000 1997500, 1029500 1997500, 1029500 1997000, 1029000 1997000))",0.0,0.0,0.0,0.0,0.0,0.0,786.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.897,15.311,25.546,7.05,27.416,23.73,북산면
2018,라사37b91a,0.0,"POLYGON ((1037500 1991000, 1037500 1991500, 1038000 1991500, 1038000 1991000, 1037500 1991000))",0.0,0.0,0.0,0.0,10800000.0,44.24,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.695,14.7,23.459,3.35,38.813,38.686,북산면
2019,라사38a81b,0.0,"POLYGON ((1038000 1981500, 1038000 1982000, 1038500 1982000, 1038500 1981500, 1038000 1981500))",0.0,0.0,0.0,0.0,0.0,0.0,16890.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.827,12.497,16.416,17.029,32.099,32.048,동면
2020,라사11b66a,0.0,"POLYGON ((1011500 1966000, 1011500 1966500, 1012000 1966500, 1012000 1966000, 1011500 1966000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남면
2021,라사31a89b,0.0,"POLYGON ((1031000 1989500, 1031000 1990000, 1031500 1990000, 1031500 1989500, 1031000 1989500))",0.0,0.0,0.0,0.0,0.0,0.0,232.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.903,30.207,31.827,14.14,30.602,28.894,동면
2022,라사31b98a,0.0,"POLYGON ((1031500 1998000, 1031500 1998500, 1032000 1998500, 1032000 1998000, 1031500 1998000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.847,18.264,24.004,3.638,24.004,26.682,북산면
2023,라사25a78b,0.0,"POLYGON ((1025000 1978500, 1025000 1979000, 1025500 1979000, 1025500 1978500, 1025000 1978500))",0.0,0.0,0.0,0.0,0.0,0.0,2341.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.221,9.695,13.8,5.712,12.179,8.286,동산면
2024,라사02b82b,0.0,"POLYGON ((1002500 1982500, 1002500 1983000, 1003000 1983000, 1003000 1982500, 1002500 1982500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남산면
2025,라사36a91a,0.0,"POLYGON ((1036000 1991000, 1036000 1991500, 1036500 1991500, 1036500 1991000, 1036000 1991000))",0.0,0.0,0.0,0.0,0.0,0.0,367.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.846,18.323,27.082,6.972,41.547,39.838,북산면
2026,라사41a92a,0.0,"POLYGON ((1041000 1992000, 1041000 1992500, 1041500 1992500, 1041500 1992000, 1041000 1992000))",0.0,0.0,0.0,0.0,0.0,0.0,521.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.382,16.241,25.0,4.89,40.353,53.018,북산면
2027,라사12b79b,0.0,"POLYGON ((1012500 1979500, 1012500 1980000, 1013000 1980000, 1013000 1979500, 1012500 1979500))",0.0,0.0,0.0,0.0,0.0,0.0,6596.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479,4.718,16.359,4.56,17.069,4.872,남산면
2027,라사12b79b,0.0,"POLYGON ((1012500 1979500, 1012500 1980000, 1013000 1980000, 1013000 1979500, 1012500 1979500))",0.0,0.0,0.0,0.0,0.0,0.0,6596.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479,4.718,16.359,4.56,17.069,4.872,서면
2028,라사10a88a,0.0,"POLYGON ((1010000 1988000, 1010000 1988500, 1010500 1988500, 1010500 1988000, 1010000 1988000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.402,18.597,21.785,15.228,23.432,20.995,서면
2029,라사22b70a,0.0,"POLYGON ((1022500 1970000, 1022500 1970500, 1023000 1970500, 1023000 1970000, 1022500 1970000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,동산면
2030,라사39a83b,0.0,"POLYGON ((1039000 1983500, 1039000 1984000, 1039500 1984000, 1039500 1983500, 1039000 1983500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,동면
2031,라사29b85b,0.0,"POLYGON ((1029500 1985500, 1029500 1986000, 1030000 1986000, 1030000 1985500, 1029500 1985500))",0.0,0.0,0.0,0.0,0.0,0.0,1805.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.132,14.436,16.056,2.378,14.831,16.061,동면
2032,라사23a90a,0.0,"POLYGON ((1023000 1990000, 1023000 1990500, 1023500 1990500, 1023500 1990000, 1023000 1990000))",0.0,0.0,0.0,0.0,0.0,0.0,9324.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.882,5.186,6.806,3.434,5.581,3.874,동면
2033,라사13a67a,0.0,"POLYGON ((1013000 1967000, 1013000 1967500, 1013500 1967500, 1013500 1967000, 1013000 1967000))",0.0,0.0,0.0,0.0,0.0,0.0,2757.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.841,4.494,28.353,3.869,27.364,11.011,남면
2033,라사13a67a,0.0,"POLYGON ((1013000 1967000, 1013000 1967500, 1013500 1967500, 1013500 1967000, 1013000 1967000))",0.0,0.0,0.0,0.0,0.0,0.0,2757.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.841,4.494,28.353,3.869,27.364,11.011,남산면
2034,라사10a71b,0.0,"POLYGON ((1010000 1971500, 1010000 1972000, 1010500 1972000, 1010500 1971500, 1010000 1971500))",0.0,0.0,0.0,0.0,0.0,0.0,34497.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.058,6.633,23.837,4.615,24.572,6.786,남면
2035,라사26a95a,0.0,"POLYGON ((1026000 1995000, 1026000 1995500, 1026500 1995500, 1026500 1995000, 1026000 1995000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.684,7.874,10.19,7.604,12.762,8.063,북산면
2035,라사26a95a,0.0,"POLYGON ((1026000 1995000, 1026000 1995500, 1026500 1995500, 1026500 1995000, 1026000 1995000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.684,7.874,10.19,7.604,12.762,8.063,신북읍
2036,라아10b05a,0.0,"POLYGON ((1010500 2005000, 1010500 2005500, 1011000 2005500, 1011000 2005000, 1010500 2005000))",0.0,7.0,0.0,8.0,78200000.0,91.99,14683.17,1.1,22.6,0.0,953.0,409.73,5.35,20.39,404.83,10.0,3.0,3.333333333333333,14.272,7.987,50.023,7.986,43.513,14.688,사북면
2037,라사09a73a,0.0,"POLYGON ((1009000 1973000, 1009000 1973500, 1009500 1973500, 1009500 1973000, 1009000 1973000))",0.0,0.0,0.0,0.0,0.0,0.0,3330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.907,7.481,24.711,5.788,25.421,7.635,남면
2038,라사42a96a,0.0,"POLYGON ((1042000 1996000, 1042000 1996500, 1042500 1996500, 1042500 1996000, 1042000 1996000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.802,15.75,30.723,16.352,39.428,39.495,북산면
2039,라사27a75b,0.0,"POLYGON ((1027000 1975500, 1027000 1976000, 1027500 1976000, 1027500 1975500, 1027000 1975500))",0.0,0.0,0.0,0.0,0.0,0.0,4783.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.744,17.369,16.666,4.066,18.244,18.81,동산면
2040,라사12b96b,0.0,"POLYGON ((1012500 1996500, 1012500 1997000, 1013000 1997000, 1013000 1996500, 1012500 1996500))",0.0,0.0,0.0,0.0,0.0,0.0,29759.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.627,7.98,13.417,4.757,19.48,15.674,서면
2041,라사33b87a,0.0,"POLYGON ((1033500 1987000, 1033500 1987500, 1034000 1987500, 1034000 1987000, 1033500 1987000))",0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.247,24.552,26.171,8.484,24.947,23.236,동면
2042,라사33a88a,0.0,"POLYGON ((1033000 1988000, 1033000 1988500, 1033500 1988500, 1033500 1988000, 1033000 1988000))",0.0,0.0,0.0,0.0,0.0,0.0,460.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.193,25.498,27.117,9.43,25.893,24.183,동면
2043,라사02a76a,0.0,"POLYGON ((1002000 1976000, 1002000 1976500, 1002500 1976500, 1002500 1976000, 1002000 1976000))",0.0,0.0,0.0,0.0,0.0,0.0,30064.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.016,5.983,19.514,7.245,33.365,6.332,남산면
2044,라사12a89b,0.0,"POLYGON ((1012000 1989500, 1012000 1990000, 1012500 1990000, 1012500 1989500, 1012000 1989500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.384,21.579,24.768,18.211,26.414,24.562,서면
2045,라사16b78b,0.0,"POLYGON ((1016500 1978500, 1016500 1979000, 1017000 1979000, 1017000 1978500, 1016500 1978500))",0.0,0.0,0.0,0.0,0.0,0.0,5666.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.528,8.186,9.847,3.632,11.554,4.945,신동면
2046,라사25b79a,0.0,"POLYGON ((1025500 1979000, 1025500 1979500, 1026000 1979500, 1026000 1979000, 1025500 1979000))",0.0,0.0,0.0,0.0,0.0,0.0,2705.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.045,10.518,14.624,6.536,13.003,9.109,동산면
2047,라사05b77b,0.0,"POLYGON ((1005500 1977500, 1005500 1978000, 1006000 1978000, 1006000 1977500, 1005500 1977500))",0.0,0.0,0.0,0.0,0.0,0.0,2645.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.891,10.844,29.91,5.139,30.62,10.826,남산면
2048,라사12b68a,0.0,"POLYGON ((1012500 1968000, 1012500 1968500, 1013000 1968500, 1013000 1968000, 1012500 1968000))",0.0,0.0,0.0,0.0,0.0,0.0,32004.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.629,12.206,27.23,8.128,30.144,12.357,남면
2048,라사12b68a,0.0,"POLYGON ((1012500 1968000, 1012500 1968500, 1013000 1968500, 1013000 1968000, 1012500 1968000))",0.0,0.0,0.0,0.0,0.0,0.0,32004.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.629,12.206,27.23,8.128,30.144,12.357,남산면
2049,라사42b98b,0.0,"POLYGON ((1042500 1998500, 1042500 1999000, 1043000 1999000, 1043000 1998500, 1042500 1998500))",0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,북산면
