,gid,고령인구,geometry,20년 노후건물 비율,생산가능인구,유아비율,총인구,개별주택가격,주거용도면적,공시지가,지상층수,용적율,지하층수,대지면적,연면적,높이,건폐율,건축면적,전체건물수,20년 이상 노후건물 수,노후건물비율,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원,읍면동,배수_score,경사도_score,산사태_길이,산사태_값(합)
795,라사10a98b,0.0,"POLYGON ((1010000 1998500, 1010000 1999000, 1010500 1999000, 1010500 1998500, 1010000 1998500))",0.0,0.0,0.0,0.0,0.0,0.0,1343.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.643,9.997,15.432,1.309,21.496,17.69,사북면,1.38,5.42,2500.0,5818.0
796,라사10a99a,0.0,"POLYGON ((1010000 1999000, 1010000 1999500, 1010500 1999500, 1010500 1999000, 1010000 1999000))",0.0,0.0,0.0,0.0,0.0,0.0,11791.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.148,10.501,15.937,1.784,22.0,18.194,사북면,1.84,4.92,2504.0,6196.0
797,라사10a99b,0.0,"POLYGON ((1010000 1999500, 1010000 2000000, 1010500 2000000, 1010500 1999500, 1010000 1999500))",0.0,0.0,0.0,0.0,0.0,0.0,25347.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.652,4.996,15.441,5.096,20.135,17.698,사북면,1.89,4.33,2500.0,6402.0
798,라사10b64a,0.0,"POLYGON ((1010500 1964000, 1010500 1964500, 1011000 1964500, 1011000 1964000, 1010500 1964000))",0.0,0.0,0.0,0.0,59300000.0,203.61,52436.21,1.0,37.02,0.0,550.0,203.61,4.0,37.02,203.61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,남면,0.92,3.08,0.0,0.0
799,라사10b64b,13.0,"POLYGON ((1010500 1964500, 1010500 1965000, 1011000 1965000, 1011000 1964500, 1010500 1964500))",13.0,6.0,0.0,19.0,156554166.67,170.22,53182.9,1.54,21.53,1.0,1001.8,194.87,6.71,17.51,148.31,24.0,2.0,12.0,7.843,7.496,21.197,2.015,34.025,14.013,남면,1.66,2.36,141.0,434.0
800,라사10b65a,0.0,"POLYGON ((1010500 1965000, 1010500 1965500, 1011000 1965500, 1011000 1965000, 1010500 1965000))",0.0,0.0,0.0,0.0,0.0,0.0,5664.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.471,5.123,21.973,2.791,31.653,11.641,남면,1.46,2.41,1419.0,4768.0
801,라사10b65b,0.0,"POLYGON ((1010500 1965500, 1010500 1966000, 1011000 1966000, 1011000 1965500, 1010500 1965500))",0.0,0.0,0.0,0.0,0.0,0.0,2730.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.096,4.749,22.404,3.223,31.278,11.266,남면,1.21,3.63,1518.0,4308.0
802,라사10b66a,0.0,"POLYGON ((1010500 1966000, 1010500 1966500, 1011000 1966500, 1011000 1966000, 1010500 1966000))",0.0,0.0,0.0,0.0,0.0,0.0,4323.56,1.0,11.76,0.0,255.0,30.0,4.2,11.76,30.0,1.0,0.0,inf,10.042,9.694,24.608,4.213,36.223,16.212,남면,2.11,4.99,1995.0,5792.0
803,라사10b66b,0.0,"POLYGON ((1010500 1966500, 1010500 1967000, 1011000 1967000, 1011000 1966500, 1010500 1966500))",0.0,0.0,0.0,0.0,0.0,0.0,2879.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.235,10.887,25.8,5.406,37.416,15.727,남면,1.6,4.88,2447.0,7153.0
804,라사10b67a,0.0,"POLYGON ((1010500 1967000, 1010500 1967500, 1011000 1967500, 1011000 1967000, 1010500 1967000))",0.0,0.0,0.0,0.0,91100000.0,84.43,4118.15,1.0,11.47,0.0,736.0,84.43,4.37,11.47,84.43,1.0,0.0,inf,11.554,11.206,26.12,5.725,37.736,15.771,남면,1.92,5.05,2191.0,5847.0
805,라사10b67b,0.0,"POLYGON ((1010500 1967500, 1010500 1968000, 1011000 1968000, 1011000 1967500, 1010500 1967500))",0.0,0.0,0.0,0.0,0.0,0.0,3004.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,11.816,26.729,6.335,38.345,16.38,남면,2.0,5.7,2500.0,7506.0
806,라사10b68a,0.0,"POLYGON ((1010500 1968000, 1010500 1968500, 1011000 1968500, 1011000 1968000, 1010500 1968000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.644,10.22,25.244,6.142,28.158,10.372,남면,1.81,5.96,2500.0,7172.0
807,라사10b68b,0.0,"POLYGON ((1010500 1968500, 1010500 1969000, 1011000 1969000, 1011000 1968500, 1010500 1968500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.346,9.922,24.946,5.844,27.86,10.074,남면,1.08,5.91,2500.0,5903.0
808,라사10b69a,0.0,"POLYGON ((1010500 1969000, 1010500 1969500, 1011000 1969500, 1011000 1969000, 1010500 1969000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.488,9.064,24.088,4.986,27.003,9.217,남면,1.0,4.93,2504.0,7268.0
809,라사10b69b,0.0,"POLYGON ((1010500 1969500, 1010500 1970000, 1011000 1970000, 1011000 1969500, 1010500 1969500))",0.0,0.0,0.0,0.0,189500000.0,238.39,8802.4,1.5,48.64,0.0,1007.0,249.88,7.5,27.76,144.75,2.0,0.0,inf,7.875,8.45,23.475,4.373,26.389,8.603,남면,1.28,4.52,2255.0,7085.0
810,라사10b70a,0.0,"POLYGON ((1010500 1970000, 1010500 1970500, 1011000 1970500, 1011000 1970000, 1010500 1970000))",0.0,12.0,0.0,15.0,65442857.14,109.51,18184.19,1.13,25.74,0.0,529.44,93.72,6.04,24.5,101.6,16.0,4.0,4.0,7.426,8.001,23.026,3.924,25.94,8.154,남면,1.47,3.3,1406.0,4076.0
811,라사10b70b,13.0,"POLYGON ((1010500 1970500, 1010500 1971000, 1011000 1971000, 1011000 1970500, 1010500 1970500))",13.0,16.0,0.0,29.0,69544444.44,94.58,39138.27,1.2,17.75,0.0,679.14,150.22,6.5,18.09,138.76,25.0,7.0,3.571428571428572,6.867,7.442,22.562,5.321,25.381,7.595,남면,2.05,2.73,964.0,1928.0
812,라사10b71a,0.0,"POLYGON ((1010500 1971000, 1010500 1971500, 1011000 1971500, 1011000 1971000, 1010500 1971000))",0.0,0.0,0.0,8.0,72848571.43,84.66,35305.29,1.42,30.82,0.0,634.14,130.57,6.14,23.65,125.82,24.0,3.0,8.0,6.253,6.828,22.371,3.149,24.767,6.981,남면,2.03,3.81,819.0,2630.0
813,라사10b71b,0.0,"POLYGON ((1010500 1971500, 1010500 1972000, 1011000 1972000, 1011000 1971500, 1010500 1971500))",0.0,8.0,0.0,12.0,126850000.0,136.64,37334.04,1.58,47.52,1.0,918.5,279.99,7.71,27.3,209.84,12.0,2.0,6.0,5.637,6.212,22.806,3.585,24.151,6.365,남면,2.06,3.64,1021.0,3727.0
814,라사10b72a,9.0,"POLYGON ((1010500 1972000, 1010500 1972500, 1011000 1972500, 1011000 1972000, 1010500 1972000))",9.0,11.0,0.0,20.0,100985714.29,123.37,26396.23,1.33,36.7,1.0,500.0,113.04,5.79,24.26,106.68,15.0,1.0,15.0,5.238,5.813,23.043,4.173,23.753,5.967,남면,1.64,3.94,1405.0,4169.0
815,라사10b72b,8.0,"POLYGON ((1010500 1972500, 1010500 1973000, 1011000 1973000, 1011000 1972500, 1010500 1972500))",8.0,12.0,0.0,20.0,61081818.18,92.88,46519.73,1.13,13.87,0.0,1013.75,98.25,6.19,14.05,114.85,23.0,3.0,7.666666666666667,4.787,5.363,22.592,4.636,23.302,5.516,남면,1.95,3.67,1022.0,3066.0
816,라사10b73a,12.0,"POLYGON ((1010500 1973000, 1010500 1973500, 1011000 1973500, 1011000 1973000, 1010500 1973000))",12.0,21.0,0.0,33.0,82445454.55,92.35,26195.42,1.3,21.31,0.0,550.89,90.81,5.8,19.73,83.27,20.0,4.0,5.0,4.953,5.528,22.757,5.305,23.467,5.681,남면,2.22,4.72,1474.0,4765.0
817,라사10b73b,0.0,"POLYGON ((1010500 1973500, 1010500 1974000, 1011000 1974000, 1011000 1973500, 1010500 1973500))",0.0,0.0,0.0,0.0,126000000.0,167.6,7283.23,2.0,31.92,1.0,626.5,205.14,6.67,25.29,136.23,2.0,0.0,inf,5.4,5.975,23.204,5.752,23.914,6.128,남면,1.44,5.5,4498.0,14674.0
818,라사10b73b,0.0,"POLYGON ((1010500 1973500, 1010500 1974000, 1011000 1974000, 1011000 1973500, 1010500 1973500))",0.0,0.0,0.0,0.0,126000000.0,167.6,7283.23,2.0,31.92,1.0,626.5,205.14,6.67,25.29,136.23,2.0,0.0,inf,5.4,5.975,23.204,5.752,23.914,6.128,남산면,1.44,5.5,4498.0,14674.0
819,라사10b74a,0.0,"POLYGON ((1010500 1974000, 1010500 1974500, 1011000 1974500, 1011000 1974000, 1010500 1974000))",0.0,0.0,0.0,0.0,0.0,0.0,82899.61,2.5,43.31,1.67,13217.15,8357.23,21.99,28.21,3673.76,4.0,0.0,inf,4.03,4.605,21.835,4.448,22.545,4.759,남면,1.4,5.12,3216.0,10056.0
820,라사10b74a,0.0,"POLYGON ((1010500 1974000, 1010500 1974500, 1011000 1974500, 1011000 1974000, 1010500 1974000))",0.0,0.0,0.0,0.0,0.0,0.0,82899.61,2.5,43.31,1.67,13217.15,8357.23,21.99,28.21,3673.76,4.0,0.0,inf,4.03,4.605,21.835,4.448,22.545,4.759,남산면,1.4,5.12,3216.0,10056.0
821,라사10b74b,0.0,"POLYGON ((1010500 1974500, 1010500 1975000, 1011000 1975000, 1011000 1974500, 1010500 1974500))",0.0,0.0,0.0,0.0,247000000.0,229.62,12862.17,2.0,11.93,1.0,1925.0,388.48,13.41,17.87,343.91,1.0,0.0,inf,3.608,4.184,21.413,4.025,22.122,4.337,남산면,1.52,4.05,2014.0,6589.0
822,라사10b75a,0.0,"POLYGON ((1010500 1975000, 1010500 1975500, 1011000 1975500, 1011000 1975000, 1010500 1975000))",0.0,0.0,0.0,0.0,94500000.0,100.72,13343.34,1.0,16.43,1.0,461.0,96.88,4.7,16.75,87.25,3.0,2.0,1.5,3.306,3.881,21.11,3.722,21.819,4.034,남산면,1.41,5.33,1988.0,6896.0
823,라사10b75b,0.0,"POLYGON ((1010500 1975500, 1010500 1976000, 1011000 1976000, 1011000 1975500, 1010500 1975500))",0.0,0.0,0.0,0.0,0.0,0.0,3537.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.594,4.169,21.398,4.01,22.107,4.322,남산면,1.01,4.86,2505.0,8237.0
824,라사10b76a,0.0,"POLYGON ((1010500 1976000, 1010500 1976500, 1011000 1976500, 1011000 1976000, 1010500 1976000))",0.0,0.0,0.0,0.0,0.0,0.0,3192.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.511,2.751,19.097,2.592,19.806,2.904,남산면,1.13,5.27,2504.0,8824.0
825,라사10b76b,0.0,"POLYGON ((1010500 1976500, 1010500 1977000, 1011000 1977000, 1011000 1976500, 1010500 1976500))",0.0,0.0,0.0,0.0,0.0,0.0,4679.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.587,6.825,19.62,6.667,20.33,6.979,남산면,1.1,4.86,2508.0,6683.0
826,라사10b77a,0.0,"POLYGON ((1010500 1977000, 1010500 1977500, 1011000 1977500, 1011000 1977000, 1010500 1977000))",0.0,0.0,0.0,0.0,0.0,0.0,3573.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.814,6.052,18.847,5.895,19.557,6.206,남산면,1.0,5.5,2504.0,6200.0
827,라사10b77b,0.0,"POLYGON ((1010500 1977500, 1010500 1978000, 1011000 1978000, 1011000 1977500, 1010500 1977500))",0.0,0.0,0.0,0.0,0.0,0.0,10162.88,1.0,0.0,0.0,0.0,99.36,0.0,0.0,99.36,1.0,1.0,1.0,5.674,4.913,17.708,4.755,18.418,5.067,남산면,1.05,4.01,2322.0,6313.0
828,라사10b78a,0.0,"POLYGON ((1010500 1978000, 1010500 1978500, 1011000 1978500, 1011000 1978000, 1010500 1978000))",0.0,0.0,0.0,0.0,62600000.0,91.18,41340.13,1.75,53.21,1.0,1298.6,313.1,7.58,34.11,241.66,8.0,6.0,1.3333333333333333,6.164,5.402,18.197,5.244,18.907,5.556,남산면,1.98,4.42,1757.0,6132.0
829,라사10b78b,0.0,"POLYGON ((1010500 1978500, 1010500 1979000, 1011000 1979000, 1011000 1978500, 1010500 1978500))",0.0,0.0,0.0,0.0,0.0,0.0,3206.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.381,4.619,17.413,4.461,18.124,4.774,남산면,2.0,5.45,2507.0,9022.0
830,라사10b79a,0.0,"POLYGON ((1010500 1979000, 1010500 1979500, 1011000 1979500, 1011000 1979000, 1010500 1979000))",0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.856,5.094,16.723,4.936,17.433,5.248,남산면,1.19,5.69,2501.0,7385.0
831,라사10b79b,0.0,"POLYGON ((1010500 1979500, 1010500 1980000, 1011000 1980000, 1011000 1979500, 1010500 1979500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.662,4.901,16.529,4.743,17.239,5.055,남산면,1.68,2.7,2498.0,8277.0
832,라사10b80a,0.0,"POLYGON ((1010500 1980000, 1010500 1980500, 1011000 1980500, 1011000 1980000, 1010500 1980000))",0.0,0.0,0.0,0.0,0.0,0.0,15766.85,2.0,39.79,0.0,230.0,86.71,8.45,19.9,43.36,2.0,0.0,inf,5.595,4.834,16.462,4.676,17.172,4.987,남산면,0.68,1.94,1410.0,4758.0
833,라사10b80a,0.0,"POLYGON ((1010500 1980000, 1010500 1980500, 1011000 1980500, 1011000 1980000, 1010500 1980000))",0.0,0.0,0.0,0.0,0.0,0.0,15766.85,2.0,39.79,0.0,230.0,86.71,8.45,19.9,43.36,2.0,0.0,inf,5.595,4.834,16.462,4.676,17.172,4.987,서면,0.68,1.94,1410.0,4758.0
834,라사10b80b,7.0,"POLYGON ((1010500 1980500, 1010500 1981000, 1011000 1981000, 1011000 1980500, 1010500 1980500))",7.0,7.0,0.0,14.0,115756666.67,133.82,18323.18,1.33,20.08,1.0,1124.0,147.36,6.45,16.48,123.77,9.0,2.0,4.5,7.41,6.649,17.425,2.867,18.135,6.803,남산면,1.36,5.04,2100.0,6416.0
835,라사10b80b,7.0,"POLYGON ((1010500 1980500, 1010500 1981000, 1011000 1981000, 1011000 1980500, 1010500 1980500))",7.0,7.0,0.0,14.0,115756666.67,133.82,18323.18,1.33,20.08,1.0,1124.0,147.36,6.45,16.48,123.77,9.0,2.0,4.5,7.41,6.649,17.425,2.867,18.135,6.803,서면,1.36,5.04,2100.0,6416.0
836,라사10b81a,0.0,"POLYGON ((1010500 1981000, 1010500 1981500, 1011000 1981500, 1011000 1981000, 1010500 1981000))",0.0,0.0,0.0,0.0,4090000.0,72.12,4855.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.096,7.336,18.111,3.553,18.821,7.489,서면,2.0,4.46,2360.0,6805.0
837,라사10b81b,14.0,"POLYGON ((1010500 1981500, 1010500 1982000, 1011000 1982000, 1011000 1981500, 1010500 1981500))",14.0,11.0,0.0,25.0,52961538.46,114.88,33635.67,1.08,25.33,1.0,544.89,118.63,5.23,25.9,118.09,13.0,8.0,1.625,7.285,6.524,17.299,2.708,18.009,6.677,서면,1.77,4.51,1436.0,4476.0
838,라사10b82a,0.0,"POLYGON ((1010500 1982000, 1010500 1982500, 1011000 1982500, 1011000 1982000, 1010500 1982000))",0.0,0.0,0.0,0.0,0.0,0.0,4022.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.934,7.173,17.949,3.357,18.658,7.327,서면,2.0,5.57,2490.0,7332.0
839,라사10b82b,0.0,"POLYGON ((1010500 1982500, 1010500 1983000, 1011000 1983000, 1011000 1982500, 1010500 1982500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.515,7.754,18.529,3.938,19.239,7.907,서면,2.0,5.27,2500.0,6102.0
840,라사10b83a,0.0,"POLYGON ((1010500 1983000, 1010500 1983500, 1011000 1983500, 1011000 1983000, 1010500 1983000))",0.0,0.0,0.0,0.0,0.0,0.0,17676.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.513,10.752,21.528,2.314,22.238,10.906,서면,2.0,4.94,2475.0,7250.0
841,라사10b83b,0.0,"POLYGON ((1010500 1983500, 1010500 1984000, 1011000 1984000, 1011000 1983500, 1010500 1983500))",0.0,0.0,0.0,0.0,0.0,0.0,12469.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.678,10.917,21.693,2.479,22.403,11.071,서면,2.03,4.92,2201.0,7439.0
842,라사10b84a,0.0,"POLYGON ((1010500 1984000, 1010500 1984500, 1011000 1984500, 1011000 1984000, 1010500 1984000))",0.0,0.0,0.0,0.0,0.0,0.0,12649.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.391,11.631,22.407,3.192,23.116,11.784,서면,1.71,4.96,2504.0,6322.0
843,라사10b84b,8.0,"POLYGON ((1010500 1984500, 1010500 1985000, 1011000 1985000, 1011000 1984500, 1010500 1984500))",8.0,0.0,0.0,13.0,68991666.67,87.51,41531.44,1.17,27.23,0.0,405.43,91.3,6.29,25.67,87.32,12.0,4.0,3.0,12.709,11.947,22.722,3.509,23.433,17.822,서면,1.98,4.48,2114.0,6425.0
844,라사10b85a,0.0,"POLYGON ((1010500 1985000, 1010500 1985500, 1011000 1985500, 1011000 1985000, 1010500 1985000))",0.0,0.0,0.0,0.0,0.0,0.0,28180.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.996,12.234,23.009,3.796,23.72,21.284,서면,2.14,5.05,2166.0,7875.0
845,라사10b85b,0.0,"POLYGON ((1010500 1985500, 1010500 1986000, 1011000 1986000, 1011000 1985500, 1010500 1985500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.484,12.723,23.498,4.284,24.208,21.772,서면,1.4,5.94,2498.0,8180.0
846,라사10b86a,0.0,"POLYGON ((1010500 1986000, 1010500 1986500, 1011000 1986500, 1011000 1986000, 1010500 1986000))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.694,17.18,20.369,13.812,22.015,19.579,서면,1.0,5.31,2505.0,8395.0
847,라사10b86b,0.0,"POLYGON ((1010500 1986500, 1010500 1987000, 1011000 1987000, 1011000 1986500, 1010500 1986500))",0.0,0.0,0.0,0.0,0.0,0.0,8250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.194,16.68,19.869,13.312,21.515,19.079,서면,1.23,4.69,2500.0,9337.0
848,라사10b87a,0.0,"POLYGON ((1010500 1987000, 1010500 1987500, 1011000 1987500, 1011000 1987000, 1010500 1987000))",0.0,0.0,0.0,0.0,0.0,0.0,10677.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.158,16.644,19.833,13.276,21.48,19.043,서면,2.16,4.84,2078.0,7023.0
849,라사10b87b,0.0,"POLYGON ((1010500 1987500, 1010500 1988000, 1011000 1988000, 1011000 1987500, 1010500 1987500))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.326,17.812,21.001,14.443,22.647,20.21,서면,2.0,4.35,2504.0,8750.0
850,라사10b88a,0.0,"POLYGON ((1010500 1988000, 1010500 1988500, 1011000 1988500, 1011000 1988000, 1010500 1988000))",0.0,0.0,0.0,0.0,0.0,0.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.242,18.436,21.625,15.067,23.271,20.834,서면,2.26,4.42,2500.0,9572.0
851,라사10b88b,0.0,"POLYGON ((1010500 1988500, 1010500 1989000, 1011000 1989000, 1011000 1988500, 1010500 1988500))",0.0,0.0,0.0,0.0,0.0,0.0,7713.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.506,19.7,22.89,16.332,24.536,22.099,서면,2.05,4.4,2304.0,8573.0
852,라사10b89a,0.0,"POLYGON ((1010500 1989000, 1010500 1989500, 1011000 1989500, 1011000 1989000, 1010500 1989000))",0.0,0.0,0.0,0.0,0.0,0.0,6990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.074,20.269,23.458,16.9,25.104,22.667,서면,2.0,4.77,2500.0,6856.0
853,라사10b89b,0.0,"POLYGON ((1010500 1989500, 1010500 1990000, 1011000 1990000, 1011000 1989500, 1010500 1989500))",0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.566,20.76,23.95,17.392,25.596,23.41,서면,2.0,4.86,2504.0,6317.0
